,sptr,accession,organism,Gene Name,length,PE Score
1759,tr,A0A480JZ69,Sus scrofa ,RNF168 ,575,3
1760,tr,F1RZP8,Sus scrofa ,PPIL6 ,307,4
1761,tr,F1SCQ9,Sus scrofa ,ZNF684 ,389,4
1762,tr,I3LCJ7,Sus scrofa ,RPP38 ,285,4
1763,tr,I3LLK4,Sus scrofa ,PTGER4 ,489,3
1764,tr,A0A287AYT0,Sus scrofa ,ACOT12 ,559,4
1765,tr,F1RTJ1,Sus scrofa ,PRR32 ,298,4
1766,tr,F1CK17,Sus scrofa ,IGF1R ,1367,2
1767,tr,A0A287AX96,Sus scrofa ,STIM1 ,716,1
1768,tr,A0A287AET5,Sus scrofa ,HAUS1 ,271,3
1769,tr,I3LBD3,Sus scrofa ,TSSK4 ,328,2
1770,tr,A0A480KFI9,Sus scrofa ,FBXL7 ,491,4
1771,tr,A0A287BJX6,Sus scrofa ,ACVR2B ,524,3
1772,tr,F1S043,Sus scrofa ,IRX4 ,515,3
1773,tr,A0A287BA72,Sus scrofa ,SLC27A1 ,591,1
1774,tr,A0A480JSC9,Sus scrofa ,CDC42BPB ,1712,1
1775,tr,A0A287AH22,Sus scrofa ,CD46 ,381,4
1776,tr,B8XSK3,Sus scrofa ,PFKFB1 ,471,2
1777,tr,A0A287BAM0,Sus scrofa ,DAG1 ,894,1
1778,tr,K9J6H0,Sus scrofa ,TICAM1 ,713,2
1779,tr,I3LS43,Sus scrofa ,SPDL1 ,605,3
1780,tr,F1RIR3,Sus scrofa ,ZNF668 ,619,4
1781,tr,A0A480JVF9,Sus scrofa ,PRRT2 ,406,3
1782,tr,I3LR01,Sus scrofa ,ZNF396 ,336,4
1783,tr,F2Z5B4,Sus scrofa ,HNRNPA3 ,379,1
1784,tr,I3LEF2,Sus scrofa ,NXN ,439,1
1785,tr,A5GFN1,Sus scrofa ,BMP7 ,365,3
1786,tr,Q69GF7,Sus scrofa ,MT-CO2 ,229,1
1787,tr,F1RHL6,Sus scrofa ,ZNF263 ,617,4
1788,tr,F1RKU8,Sus scrofa ,CHRNA3 ,505,3
1789,tr,F1STX8,Sus scrofa ,KDM1A ,810,1
1790,tr,I3LBD8,Sus scrofa ,SEMA3C ,751,2
1791,tr,K7GSF4,Sus scrofa ,FMR1 ,632,1
1792,tr,F1RLJ6,Sus scrofa ,HCN3 ,784,3
1793,tr,I3LKI8,Sus scrofa ,GTF2H2 ,395,3
1794,tr,F1RJ81,Sus scrofa ,SLAMF8 ,295,4
1795,tr,A0A480EJH9,Sus scrofa ,KIF3B ,747,3
1796,tr,F1RGV0,Sus scrofa ,MAP3K21 ,1054,1
1797,tr,Q2HXZ9,Sus scrofa ,SAA2 ,130,1
1798,tr,A0A480TYZ4,Sus scrofa ,ANKS3 ,678,4
1799,tr,F1SNZ3,Sus scrofa ,LIMD1 ,671,1
1800,tr,A0A287BLZ1,Sus scrofa ,GAK ,1090,1
1801,tr,A0A287BCM2,Sus scrofa ,CUTA ,185,1
1802,tr,A0A287BLC7,Sus scrofa ,ACSL6 ,722,1
1803,tr,A0A287BGG0,Sus scrofa ,No Name,101,4
1804,tr,F1RXX3,Sus scrofa ,IMP4 ,291,4
1805,tr,A0A287ARN1,Sus scrofa ,CRLF2 ,368,4
1806,tr,F1RF34,Sus scrofa ,DRC7 ,875,3
1807,tr,A0A480ZTT1,Sus scrofa ,MYLIP ,445,4
1808,tr,I3L8Y8,Sus scrofa ,ATN1 ,1182,4
1809,tr,F1RRI4,Sus scrofa ,ZNRD2 ,199,1
1810,tr,F1RR55,Sus scrofa ,PTTG1 ,202,3
1811,tr,A0A480S6C3,Sus scrofa ,ZFYVE1 ,787,1
1812,tr,F1SLE1,Sus scrofa ,VAX2 ,288,3
1813,tr,A0A5G2QG80,Sus scrofa ,UTP4 ,686,4
1814,tr,A0A286ZJ39,Sus scrofa ,RNF2 ,347,4
1815,tr,A0A287BLE7,Sus scrofa ,PXK ,515,4
1816,tr,A0A481CK36,Sus scrofa ,ADRM1 ,411,1
1817,tr,A0A286ZP41,Sus scrofa ,PGC ,394,3
1818,tr,B8Y4S8,Sus scrofa ,VGLL3 ,272,2
1819,tr,A0A286ZQ98,Sus scrofa ,MSL1 ,598,4
1820,tr,F1SIT8,Sus scrofa ,KIF23 ,967,3
1821,tr,A0A5G2Q9I3,Sus scrofa ,No Name,219,4
1822,tr,I3L9M3,Sus scrofa ,FIBIN ,211,3
1823,tr,A0A286ZTA4,Sus scrofa ,ALDOB ,364,1
1824,tr,F1S6H1,Sus scrofa ,RPUSD4 ,376,4
1825,tr,I3LT62,Sus scrofa ,PTGIR ,384,3
1826,tr,A0A1B2TT47,Sus scrofa ,DDX3Y ,660,2
1827,tr,A0A480E1X2,Sus scrofa ,SLC8A2 ,922,1
1828,tr,A0A287AMZ2,Sus scrofa ,CCT3 ,545,1
1829,tr,K9J6K5,Sus scrofa ,GAS7 ,476,2
1830,tr,I3LCB2,Sus scrofa ,POLR2H ,150,1
1831,tr,A0A287A5N0,Sus scrofa ,THAP7 ,313,4
1832,tr,A0A480EW78,Sus scrofa ,VPS8 ,1428,3
1833,tr,A0A5G2QXN9,Sus scrofa ,RILPL1 ,411,1
1834,tr,F1SSH4,Sus scrofa ,NUDCD3 ,359,1
1835,tr,A0A287B719,Sus scrofa ,MRPS36 ,102,1
1836,tr,A0A480MVF5,Sus scrofa ,SLPI ,131,4
1837,tr,A0A286ZMT6,Sus scrofa ,TRIM29 ,583,4
1838,tr,A0A286ZZ20,Sus scrofa ,SNX22 ,182,4
1839,tr,A0A286ZS59,Sus scrofa ,FAM210B ,180,1
1840,tr,A0A286ZYI5,Sus scrofa ,CD47 ,321,1
1841,tr,A0A481A893,Sus scrofa ,TXNDC12 ,171,1
1842,tr,A0A480JQY8,Sus scrofa ,DYM ,669,3
1843,tr,K9IWB2,Sus scrofa ,MCL1 ,351,1
1844,tr,A0A286ZTR9,Sus scrofa ,HAUS4 ,319,1
1845,tr,K9IVJ5,Sus scrofa ,SDS ,328,2
1846,tr,A0A287AHE0,Sus scrofa ,TPGS1 ,302,4
1847,tr,A0A287BF95,Sus scrofa ,IRX2 ,473,3
1848,tr,K7GQL2,Sus scrofa ,F13A1 ,735,1
1849,tr,A0A287AZX9,Sus scrofa ,PREP ,731,3
1850,tr,F1SU46,Sus scrofa ,NCAPH ,734,1
1851,tr,I3LCK5,Sus scrofa ,FDXACB1 ,625,4
1852,tr,F1RNZ0,Sus scrofa ,PLEKHF1 ,283,1
1853,tr,A0A2C9F3C4,Sus scrofa ,USP37 ,980,3
1854,tr,F1S9H0,Sus scrofa ,AIDA ,306,1
1855,tr,A0A287AWJ3,Sus scrofa ,NPAS2 ,747,4
1856,tr,Q75R37,Sus scrofa ,shas3 ,553,2
1857,tr,A0A286ZPW1,Sus scrofa ,UBR1 ,1753,3
1858,tr,F1S6I1,Sus scrofa ,ZYG11B ,744,1
1859,tr,F1SA23,Sus scrofa ,RDH12 ,316,1
1860,tr,F1SAJ0,Sus scrofa ,CENATAC ,327,4
1861,tr,A0A287AMY3,Sus scrofa ,MTMR10 ,766,3
1862,tr,A0A287B6F8,Sus scrofa ,PIPOX ,393,1
1863,tr,I3L9I4,Sus scrofa ,LOC100521069 ,523,4
1864,tr,Q8SQ68,Sus scrofa ,CYP2A19 ,494,1
1865,tr,A0A481CXF3,Sus scrofa ,NPEPL1 ,531,1
1866,tr,S5Y9V4,Sus scrofa ,FRZB ,325,1
1867,tr,F1RWB6,Sus scrofa ,ST8SIA6 ,398,3
1868,tr,I3LDA5,Sus scrofa ,EHD4 ,541,1
1869,tr,F1RG60,Sus scrofa ,SEPTIN1 ,366,1
1870,tr,A0A287A4N0,Sus scrofa ,FAM102B ,361,3
1871,tr,A0A287A830,Sus scrofa ,CRP ,200,3
1872,tr,F1SQG2,Sus scrofa ,EID1 ,191,4
1873,tr,A0A287BJ57,Sus scrofa ,LOC100516480 ,80,1
1874,tr,A0A287AIZ5,Sus scrofa ,DIDO1 ,1326,4
1875,tr,A0A286ZWN9,Sus scrofa ,RDH13 ,334,3
1876,tr,A0A287AMS2,Sus scrofa ,IRAG1 ,911,1
1877,tr,A0A287AKK8,Sus scrofa ,LOC100155397 ,312,4
1878,tr,A0A286ZM81,Sus scrofa ,PRDM4 ,801,4
1879,tr,B8XSJ0,Sus scrofa ,AGK ,421,1
1880,tr,A0A286ZRQ7,Sus scrofa ,No Name,145,4
1881,tr,A0A287AB20,Sus scrofa ,PAQR5 ,330,3
1882,tr,A0A480UYY8,Sus scrofa ,STXBP4 ,573,4
1883,tr,A0A287BPS2,Sus scrofa ,RABGAP1L ,370,4
1884,tr,A0A287AA45,Sus scrofa ,HNMT ,292,1
1885,tr,A0A5G2RKB4,Sus scrofa ,ERGIC2 ,377,1
1886,tr,A0A287A8M2,Sus scrofa ,NSD1 ,328,4
1887,tr,A0A480K058,Sus scrofa ,DESI1 ,185,3
1888,tr,A9Q0Q7,Sus scrofa ,CIDEC ,238,2
1889,tr,A0A480K332,Sus scrofa ,EMC8 ,210,3
1890,tr,A0A480UBK2,Sus scrofa ,ALPL ,573,1
1891,tr,A0A287A6G5,Sus scrofa ,P3H1 ,635,1
1892,tr,A0A287B938,Sus scrofa ,TRMT112 ,154,1
1893,tr,A0A287A5Z3,Sus scrofa ,ERMARD ,677,4
1894,tr,A0A286ZIJ7,Sus scrofa ,SERP1 ,66,3
1895,tr,I3LAS8,Sus scrofa ,RAF1 ,668,3
1896,tr,A0A287AKC0,Sus scrofa ,RPS5 ,240,1
1897,tr,A9ZPH4,Sus scrofa ,CCNB2 ,396,2
1898,tr,A0A480TSR9,Sus scrofa ,SLITRK5 ,963,3
1899,tr,A0A287BQW0,Sus scrofa ,PPIP5K1 ,1474,1
1900,tr,F1SSH1,Sus scrofa ,TSTD2 ,517,4
1901,tr,F1S6R1,Sus scrofa ,DAZAP1 ,172,1
1902,tr,F1RK91,Sus scrofa ,SEC14L5 ,696,4
1903,tr,A5GFV8,Sus scrofa ,CYP24A1 ,514,3
1904,tr,F1SAI6,Sus scrofa ,GALNT1 ,559,1
1905,tr,I3LJA1,Sus scrofa ,PIAS1 ,651,3
1906,tr,F1SAQ8,Sus scrofa ,AK7 ,724,4
1907,tr,I3L954,Sus scrofa ,TKTL1 ,596,1
1908,tr,K7GN01,Sus scrofa ,KCNH2 ,1154,3
1909,tr,A0A287A777,Sus scrofa ,ZNF599 ,588,4
1910,tr,A0A287B1I7,Sus scrofa ,CACNA1H ,2322,4
1911,tr,A0A5G2Q8M2,Sus scrofa ,No Name,210,4
1912,tr,F2Z505,Sus scrofa ,ETF1 ,437,1
1913,tr,F1RT97,Sus scrofa ,SPATA20 ,789,1
1914,tr,F1S5H5,Sus scrofa ,ADRB1 ,516,3
1915,tr,D3K5M3,Sus scrofa ,AKAP3 ,854,2
1916,tr,A0A480MIZ9,Sus scrofa ,TUBGCP5 ,1025,3
1917,tr,M3VH65,Sus scrofa ,MFN1 ,741,2
1918,tr,A0A286ZPA8,Sus scrofa ,ZNF75A ,511,4
1919,tr,C8CKA9,Sus scrofa ,IFN-alphaomega ,185,2
1920,tr,A0A287B2M3,Sus scrofa ,RPSA ,275,1
1921,tr,A0A287AUH8,Sus scrofa ,NOS2 ,1157,3
1922,tr,F1S3Q8,Sus scrofa ,VNN3 ,501,1
1923,tr,A0A5G2RF62,Sus scrofa ,No Name,97,4
1924,tr,F1S1A8,Sus scrofa ,NDUFS2 ,473,1
1925,tr,A0A287BKD5,Sus scrofa ,PTPN12 ,757,3
1926,tr,A0A287BK93,Sus scrofa ,ACSL4 ,711,1
1927,tr,F1S5R8,Sus scrofa ,C2H1orf35 ,237,4
1928,tr,I3L5G3,Sus scrofa ,TFB2M ,391,3
1929,tr,I3LJA0,Sus scrofa ,DDX52 ,599,4
1930,tr,F1RUY9,Sus scrofa ,CARNS1 ,951,1
1931,tr,I3LRC3,Sus scrofa ,ASB8 ,288,4
1932,tr,F1RUF2,Sus scrofa ,MRS2 ,434,3
1933,tr,I3LJ58,Sus scrofa ,PRAM1 ,689,4
1934,tr,A0A286ZQU5,Sus scrofa ,IL10RB ,362,4
1935,tr,I3LGK2,Sus scrofa ,P2RY11 ,377,3
1936,tr,A0A287AXI2,Sus scrofa ,ATP6V1C1 ,382,1
1937,tr,I3LN92,Sus scrofa ,NME5 ,212,3
1938,tr,Q867B6,Sus scrofa ,RAG2 ,527,3
1939,tr,A0A286ZT08,Sus scrofa ,HSDL1 ,330,1
1940,tr,A0A287A8T2,Sus scrofa ,SOX7 ,389,4
1941,tr,I3LLB9,Sus scrofa ,CENPJ ,1353,3
1942,tr,I3LJ92,Sus scrofa ,IFT46 ,289,1
1943,tr,K7GNL1,Sus scrofa ,APEX2 ,515,3
1944,tr,Q5Q0U1,Sus scrofa ,STAR ,285,2
1945,tr,A0A287B8W9,Sus scrofa ,PRKCD ,676,1
1946,tr,A0A480T358,Sus scrofa ,AKAP8L ,610,1
1947,tr,B4X5Z2,Sus scrofa ,KLF2 ,357,2
1948,tr,A0A481D656,Sus scrofa ,EMC10 ,254,1
1949,tr,A0A287APE0,Sus scrofa ,RRP1 ,447,3
1950,tr,I3LGR3,Sus scrofa ,HIC1 ,733,4
1951,tr,F1S8K9,Sus scrofa ,PPP2R2C ,447,3
1952,tr,A0A480V3W7,Sus scrofa ,ACOT9 ,431,1
1953,tr,A3F9C6,Sus scrofa ,ACKR4 ,350,2
1954,tr,F1SJY5,Sus scrofa ,CREBRF ,639,4
1955,tr,F1SGR0,Sus scrofa ,EIF3M ,374,1
1956,tr,A0A287AEP2,Sus scrofa ,TNFRSF6B ,494,4
1957,tr,A0A287B383,Sus scrofa ,RIOK3 ,519,3
1958,tr,A0A286ZRX6,Sus scrofa ,PEAR1 ,1013,4
1959,tr,F1SID6,Sus scrofa ,SPI1 ,270,3
1960,tr,A0A287BFJ0,Sus scrofa ,CCDC92 ,371,4
1961,tr,A0A287BM17,Sus scrofa ,ABHD8 ,432,4
1962,tr,I3LVM9,Sus scrofa ,ZCCHC4 ,513,3
1963,tr,K9J6I8,Sus scrofa ,DOCK2 ,1827,2
1964,tr,F1S348,Sus scrofa ,PLK3 ,647,3
1965,tr,A0A286ZU51,Sus scrofa ,DNAJC6 ,944,1
1966,tr,A0A480TBA9,Sus scrofa ,CLSTN1 ,973,1
1967,tr,A0A287A3L5,Sus scrofa ,TCF4 ,511,4
1968,tr,F1RM05,Sus scrofa ,TMEM160 ,188,4
1969,tr,A0A480JST9,Sus scrofa ,ELP1 ,1422,1
1970,tr,A0A287B705,Sus scrofa ,ATP2B2 ,1199,1
1971,tr,I3LSQ0,Sus scrofa ,CALCOCO1 ,715,1
1972,tr,A0A287BSM7,Sus scrofa ,U2SURP ,970,1
1973,tr,F1RM38,Sus scrofa ,FGF1 ,155,1
1974,tr,A0A286ZIR4,Sus scrofa ,GRIN1 ,938,3
1975,tr,A0A286ZX41,Sus scrofa ,NUPR1 ,94,3
1976,tr,A0A287BH52,Sus scrofa ,KRT5 ,565,1
1977,tr,F1RRN3,Sus scrofa ,CUL7 ,1691,3
1978,tr,F1SPK8,Sus scrofa ,CD63 ,237,1
1979,tr,A0A287APY3,Sus scrofa ,CHN1 ,459,1
1980,tr,I3LUD5,Sus scrofa ,UBXN1 ,297,1
1981,tr,B9UJD6,Sus scrofa ,C1QTNF3 ,319,1
1982,tr,F1RW81,Sus scrofa ,NRN1 ,142,3
1983,tr,F1SAE7,Sus scrofa ,PNPLA8 ,783,4
1984,tr,I3LIS0,Sus scrofa ,S1PR1 ,382,1
1985,tr,F1RW30,Sus scrofa ,AFF1 ,1220,3
1986,tr,I3LA76,Sus scrofa ,FAM78A ,283,4
1987,tr,F1SH89,Sus scrofa ,ACTR8 ,624,3
1988,tr,F1RLI8,Sus scrofa ,CTNS ,373,3
1989,tr,F1RNB1,Sus scrofa ,SDF2 ,211,1
1990,tr,I3L9K9,Sus scrofa ,ANKRD16 ,363,4
1991,tr,A0A480UJU4,Sus scrofa ,API5 ,524,1
1992,tr,F1RLI9,Sus scrofa ,SHPK ,478,1
1993,tr,F1S7S2,Sus scrofa ,ZC3H12D ,507,3
1994,tr,F1RYS4,Sus scrofa ,CCNI ,377,3
1995,tr,A0A287A5J3,Sus scrofa ,ATG16L1 ,623,3
1996,tr,F1SFF5,Sus scrofa ,FRMD6 ,614,4
1997,tr,A0A287AEJ8,Sus scrofa ,USP4 ,963,1
1998,tr,A0A287AL07,Sus scrofa ,RHOBTB1 ,698,4
1999,tr,F1S8F8,Sus scrofa ,CCNB1IP1 ,277,4
2000,tr,I3LH63,Sus scrofa ,KIAA2026 ,2067,4
2001,tr,I3L6I5,Sus scrofa ,PPP1R3B ,284,4
2002,tr,F1S412,Sus scrofa ,CRIM1 ,1031,4
2003,tr,A0A5G2RCD0,Sus scrofa ,DLG5 ,1871,4
2004,tr,F1SUM0,Sus scrofa ,MOGAT2 ,334,1
2005,tr,A0A287B2L8,Sus scrofa ,CCPG1 ,846,4
2006,tr,K9IVV8,Sus scrofa ,CD164 ,194,1
2007,tr,F8T0U2,Sus scrofa ,PICALM ,660,1
2008,tr,F1RYP7,Sus scrofa ,SCG3 ,470,1
2009,tr,F1RNL6,Sus scrofa ,HVCN1 ,272,3
2010,tr,A0A287AXP0,Sus scrofa ,ALDH5A1 ,507,1
2011,tr,A0A286ZRU1,Sus scrofa ,LOC110261337 ,407,3
2012,tr,F1SAF6,Sus scrofa ,USP2 ,396,3
2013,tr,F1SR64,Sus scrofa ,MRPL44 ,332,1
2014,tr,A0A287AIX4,Sus scrofa ,DLX5 ,290,3
2015,tr,A0A286ZKK1,Sus scrofa ,ARHGAP22 ,716,4
2016,tr,A0A480HMU9,Sus scrofa ,DENND2B ,717,1
2017,tr,I3LVL5,Sus scrofa ,CRISP3 ,245,1
2018,tr,Q59HI6,Sus scrofa ,TLR6 ,796,3
2019,tr,A7XNM3,Sus scrofa ,STC1 ,247,2
2020,tr,K7GP19,Sus scrofa ,MRPL13 ,197,1
2021,tr,A9XAM2,Sus scrofa ,PPARD ,441,2
2022,tr,I6L5V9,Sus scrofa ,ULBP1 ,295,4
2023,tr,A0A287BG68,Sus scrofa ,KCNS2 ,477,4
2024,tr,F1RZQ3,Sus scrofa ,UFSP2 ,469,1
2025,tr,B6V6V4,Sus scrofa ,SLC30A7 ,376,2
2026,tr,F1RXC5,Sus scrofa ,WIPF2 ,440,1
2027,tr,A0A287ASF7,Sus scrofa ,RER1 ,204,1
2028,tr,F1RUT1,Sus scrofa ,RBM14 ,365,1
2029,tr,F1RJ55,Sus scrofa ,OMG ,443,1
2030,tr,F1SPI0,Sus scrofa ,CHCHD4 ,138,4
2031,tr,A0A480LD13,Sus scrofa ,CRY1 ,588,3
2032,tr,F1S2H2,Sus scrofa ,CRHBP ,322,3
2033,tr,A0A286ZQJ8,Sus scrofa ,PCYT1A ,146,3
2034,tr,I3L7N5,Sus scrofa ,CCDC170 ,721,4
2035,tr,F1SJ34,Sus scrofa ,COX5A ,152,1
2036,tr,D3Y270,Sus scrofa ,GADD45G ,159,2
2037,tr,A0A5G2QYQ9,Sus scrofa ,No Name,277,3
2038,tr,I3LR31,Sus scrofa ,B3GAT2 ,323,3
2039,tr,F1RT41,Sus scrofa ,SOBP ,874,4
2040,tr,F1RQE9,Sus scrofa ,CYFIP2 ,1253,1
2041,tr,I3L802,Sus scrofa ,CBFA2T2 ,595,3
2042,tr,A0A287BCI5,Sus scrofa ,KRR1 ,375,3
2043,tr,K7GL85,Sus scrofa ,ARHGAP36 ,502,4
2044,tr,I3LR47,Sus scrofa ,PPEF1 ,652,3
2045,tr,F1RR94,Sus scrofa ,INSYN2B ,535,4
2046,tr,F1STH2,Sus scrofa ,IL18RAP ,627,3
2047,tr,F1S2T7,Sus scrofa ,SMPDL3A ,452,3
2048,tr,F1RLJ4,Sus scrofa ,SCAMP3 ,347,1
2049,tr,F1SM62,Sus scrofa ,RIBC2 ,377,3
2050,tr,I3L7V5,Sus scrofa ,TTF2 ,1166,4
2051,tr,Q75ZH8,Sus scrofa ,XCR1 ,333,2
2052,tr,A0A287ABS0,Sus scrofa ,CCM2 ,453,3
2053,tr,F1SLK8,Sus scrofa ,SETD9 ,299,4
2054,tr,F1RTV1,Sus scrofa ,PPAT ,539,3
2055,tr,F1S069,Sus scrofa ,PDK1 ,438,1
2056,tr,A0A287BH96,Sus scrofa ,ARHGAP45 ,1140,4
2057,tr,A0A481BV66,Sus scrofa ,TAF1D ,287,4
2058,tr,F1S172,Sus scrofa ,LOC100156074 ,453,4
2059,tr,A0A286ZPH5,Sus scrofa ,ATG13 ,480,3
2060,tr,F1SS29,Sus scrofa ,SRP14 ,110,1
2061,tr,Q1RLJ4,Sus scrofa ,DEFB129 ,173,1
2062,tr,A0A287B2Q2,Sus scrofa ,C13H3orf18 ,162,1
2063,tr,F1RTR6,Sus scrofa ,PFKFB2 ,535,3
2064,tr,F1RZ95,Sus scrofa ,TM2D3 ,252,4
2065,tr,A0A287AYP1,Sus scrofa ,LOC100739365 ,247,1
2066,tr,F1SHH6,Sus scrofa ,LRRC4C ,640,4
2067,tr,A0A287AYV5,Sus scrofa ,VIPR2 ,442,1
2068,tr,A5Z0F6,Sus scrofa ,No Name,1272,4
2069,tr,A0A287A7R6,Sus scrofa ,DNM2 ,857,1
2070,tr,A0A480PNE7,Sus scrofa ,RARA ,462,3
2071,tr,A0A287AMN1,Sus scrofa ,PIBF1 ,742,4
2072,tr,F1SL45,Sus scrofa ,ACRBP ,539,1
2073,tr,F1S759,Sus scrofa ,PUS3 ,479,3
2074,tr,A0A480L026,Sus scrofa ,LAX1 ,379,4
2075,tr,A0A286ZUW8,Sus scrofa ,GATAD1 ,270,4
2076,tr,F1SMV6,Sus scrofa ,NCL ,724,1
2077,tr,A0A287B1L8,Sus scrofa ,NOTCH1 ,2560,3
2078,tr,I3LJC4,Sus scrofa ,XPO7 ,1096,1
2079,tr,A5A8Y3,Sus scrofa ,RNF5 ,180,4
2080,tr,F1SHL0,Sus scrofa ,CLEC14A ,493,1
2081,tr,A7LJT9,Sus scrofa ,BMP4 ,409,2
2082,tr,A0A480TDE1,Sus scrofa ,PKIA ,119,1
2083,tr,I3L774,Sus scrofa ,KDM2A ,1162,4
2084,tr,A0A287BNL0,Sus scrofa ,ZFR2 ,961,4
2085,tr,F1SHC9,Sus scrofa ,FASTKD2 ,689,4
2086,tr,K7GPX4,Sus scrofa ,SLC25A43 ,341,3
2087,tr,F1RUJ0,Sus scrofa ,CAP2 ,486,1
2088,tr,F1SC98,Sus scrofa ,IDE ,1019,1
2089,tr,A0A287A4W5,Sus scrofa ,IARS1 ,1222,1
2090,tr,F1SST9,Sus scrofa ,PIKFYVE ,2043,4
2091,tr,I3LRD5,Sus scrofa ,EIF4H ,248,1
2092,tr,A0A286ZTQ0,Sus scrofa ,ABRA ,384,4
2093,tr,A0A287AQY2,Sus scrofa ,THOC5 ,657,3
2094,tr,I3L7H5,Sus scrofa ,P2RX3 ,397,3
2095,tr,A0A287AMA2,Sus scrofa ,LIPC ,490,3
2096,tr,A0A287BH69,Sus scrofa ,ORC5 ,398,3
2097,tr,I3L7F4,Sus scrofa ,HTR1F ,366,3
2098,tr,A0A287AHC0,Sus scrofa ,PLSCR1 ,319,1
2099,tr,A0A286ZRQ5,Sus scrofa ,SEC14L2 ,403,1
2100,tr,K9IW97,Sus scrofa ,EMR4 ,657,2
2101,tr,D0G786,Sus scrofa ,PDSS2 ,394,2
2102,tr,A0A287BJB4,Sus scrofa ,WNT9B ,357,3
2103,tr,A0A287AUV2,Sus scrofa ,DENND6B ,580,3
2104,tr,A0A287B4J2,Sus scrofa ,AHCY ,481,3
2105,tr,A0A480JMD7,Sus scrofa ,ALDH1A3 ,512,1
2106,tr,A0A5G2R9Y0,Sus scrofa ,TXNL4B ,149,3
2107,tr,A0A5G2R0R6,Sus scrofa ,LOC100519130 ,477,1
2108,tr,A0A286ZYH1,Sus scrofa ,KIAA0895 ,473,4
2109,tr,A0A287ARG4,Sus scrofa ,KRT8 ,461,1
2110,tr,A0A5G2RFU7,Sus scrofa ,LOC102158214 ,289,1
2111,tr,A0A287AJN0,Sus scrofa ,SLC38A11 ,463,4
2112,tr,A0A287ADJ9,Sus scrofa ,TMTC1 ,944,3
2113,tr,V5Q0U7,Sus scrofa ,NR1I3 ,193,2
2114,tr,A0A287AY12,Sus scrofa ,RBM47 ,686,1
2115,tr,A0A286ZK41,Sus scrofa ,No Name,125,1
2116,tr,A0A480PWK6,Sus scrofa ,DOK7 ,600,4
2117,tr,A0A480UID7,Sus scrofa ,HSF2BP ,334,4
2118,tr,F1SB90,Sus scrofa ,GNAI1 ,354,1
2119,tr,I3LFY4,Sus scrofa ,ERCC6L ,1247,4
2120,tr,A0A287BP72,Sus scrofa ,LOC100516915 ,479,3
2121,tr,A0A5K1UU14,Sus scrofa ,RIPOR3 ,947,3
2122,tr,F1SIT3,Sus scrofa ,LARP6 ,462,4
2123,tr,F1RIX8,Sus scrofa ,CBR4 ,237,1
2124,tr,B5ST96,Sus scrofa ,TFPI ,303,2
2125,tr,A0A480DHP1,Sus scrofa ,RNF182 ,247,4
2126,tr,A0A286ZRF4,Sus scrofa ,MFSD4B ,525,4
2127,tr,A0A287BSF1,Sus scrofa ,ZBED5 ,694,4
2128,tr,A0A287AN43,Sus scrofa ,TENT5C ,391,3
2129,tr,A0A480TEK5,Sus scrofa ,FLAD1 ,514,1
2130,tr,F1RGX5,Sus scrofa ,HBM ,141,1
2131,tr,A0A287AHY4,Sus scrofa ,LOC100519082 ,124,1
2132,tr,A0A287B4M0,Sus scrofa ,DERL3 ,231,3
2133,tr,A0A287BRT6,Sus scrofa ,RFC2 ,352,1
2134,tr,A0A5G2QUZ5,Sus scrofa ,LOC100737921 ,312,3
2135,tr,A0A5K1VS82,Sus scrofa ,TCIRG1 ,833,1
2136,tr,A0A480V562,Sus scrofa ,CNOT7 ,285,3
2137,tr,A0A480JTD7,Sus scrofa ,MRPS16 ,135,1
2138,tr,A0A287AAR0,Sus scrofa ,GIMAP7 ,300,3
2139,tr,A0A286ZN84,Sus scrofa ,STXBP6 ,210,1
2140,tr,A0A286ZMV8,Sus scrofa ,DUSP2 ,311,3
2141,tr,A0A287A3W9,Sus scrofa ,No Name,63,4
2142,tr,A0A287AKH2,Sus scrofa ,ABHD13 ,337,4
2143,tr,A0A481CVU6,Sus scrofa ,EFR3B ,817,4
2144,tr,A0A287BI78,Sus scrofa ,KLK1 ,263,4
2145,tr,A0A287B1I8,Sus scrofa ,SMIM13 ,197,4
2146,tr,A0A287ADT3,Sus scrofa ,BCL2L15 ,163,1
2147,tr,A0A480DM10,Sus scrofa ,FBXO22 ,377,4
2148,tr,A0A287BIN6,Sus scrofa ,MTMR14 ,537,4
2149,tr,A0A480XGR1,Sus scrofa ,HYI ,275,1
2150,tr,A0A287AW74,Sus scrofa ,PABPN1 ,193,1
2151,tr,A0A287A8E1,Sus scrofa ,AP1M1 ,483,1
2152,tr,A0A287AY47,Sus scrofa ,RANGRF ,182,1
2153,tr,A0A480F1B5,Sus scrofa ,PPP2R3B ,576,4
2154,tr,A0A286ZTX1,Sus scrofa ,CUTC ,273,1
2155,tr,A0A286ZZH0,Sus scrofa ,SSMEM1 ,183,4
2156,tr,A0A480DUX8,Sus scrofa ,TWSG1 ,223,3
2157,tr,A0A480TAV6,Sus scrofa ,FAM3C ,227,1
2158,tr,A0A287AG75,Sus scrofa ,CMIP ,772,4
2159,tr,A0A287BS20,Sus scrofa ,ATG7 ,703,1
2160,tr,A0A286ZU42,Sus scrofa ,PICALM ,610,1
2161,tr,A0A287B4P9,Sus scrofa ,ZC3H7A ,971,4
