,sptr,accession,organism,Gene Name,length,PE Score
9277,tr,E9QA43,Mus musculus ,Ccnh ,142,1
9278,tr,A0A1B0GST6,Mus musculus ,Cd37 ,61,1
9279,tr,A0A2I3BRN7,Mus musculus ,Tmem273 ,42,4
9280,tr,A0A494B968,Mus musculus ,Matr3 ,60,4
9281,tr,A2ALB2,Mus musculus ,Rexo4 ,409,1
9282,tr,D3Z6C4,Mus musculus ,Cbr4 ,138,1
9283,tr,D3YZ71,Mus musculus ,Ap1m1 ,181,1
9284,tr,B2RWX7,Mus musculus ,Cacna1e ,2273,2
9285,tr,A6X952,Mus musculus ,St3gal6 ,46,4
9286,tr,A2AWN7,Mus musculus ,Ythdf1 ,183,4
9287,tr,E9PWV1,Mus musculus ,Prss51 ,94,4
9288,tr,Q3UA25,Mus musculus ,Rps8 ,152,2
9289,tr,Q3UPN9,Mus musculus ,Cebpb ,296,2
9290,tr,Q9D3L6,Mus musculus ,Kcnj12 ,427,2
9291,tr,F6Q1V8,Mus musculus ,Fryl ,200,1
9292,tr,A0A3B2WB60,Mus musculus ,Mapk14 ,307,1
9293,tr,Q3UVR0,Mus musculus ,Tpr ,1006,2
9294,tr,D6RE22,Mus musculus ,Srsf11 ,112,1
9295,tr,A0A286YED5,Mus musculus ,Tent2 ,99,4
9296,tr,Q61682,Mus musculus ,No Name,72,4
9297,tr,Q99K08,Mus musculus ,Pfkm ,780,2
9298,tr,A0A0J9YUR7,Mus musculus ,Ube2a ,84,1
9299,tr,B1AS25,Mus musculus ,Pik3cd ,171,1
9300,tr,E0CZ99,Mus musculus ,Sgtb ,176,1
9301,tr,Q3U7A7,Mus musculus ,Psmb9 ,219,2
9302,tr,E9PY48,Mus musculus ,Ncaph2 ,576,1
9303,tr,A0A140LHD0,Mus musculus ,Ipo7 ,70,1
9304,tr,A0A140LHS7,Mus musculus ,Olfr1432 ,346,3
9305,tr,Q6A099,Mus musculus ,Gbf1 ,1803,1
9306,tr,F7CBN2,Mus musculus ,Stag3 ,152,3
9307,tr,A0A5F8MPN0,Mus musculus ,Nrg1 ,241,1
9308,tr,Q571J2,Mus musculus ,Sox9 ,565,2
9309,tr,B2RQY9,Mus musculus ,St6gal2 ,438,2
9310,tr,Q3TDK0,Mus musculus ,Csf1 ,552,2
9311,tr,A0A087WPK2,Mus musculus ,Igfn1 ,208,4
9312,tr,A0A1B0GR41,Mus musculus ,Nucb1 ,271,1
9313,tr,Q8C585,Mus musculus ,Gigyf2 ,768,2
9314,tr,G3UZI3,Mus musculus ,Rps6ka1 ,625,1
9315,tr,J3QNR8,Mus musculus ,Trim34b ,485,4
9316,tr,A0A087WR27,Mus musculus ,Zfp932 ,526,4
9317,tr,G5E8U9,Mus musculus ,Bnip2 ,348,1
9318,tr,B0R001,Mus musculus ,Rusc2 ,33,4
9319,tr,Q3TXH1,Mus musculus ,Trp53inp2 ,150,2
9320,tr,E9PWU9,Mus musculus ,Ncoa4 ,99,1
9321,tr,E0CY03,Mus musculus ,Selenop ,110,1
9322,tr,D3Z2Z9,Mus musculus ,Mfsd10 ,58,1
9323,tr,A0A1W2P6H7,Mus musculus ,Gm32687 ,600,4
9324,tr,D3Z4M6,Mus musculus ,Robo3 ,1402,1
9325,tr,Q811J9,Mus musculus ,Myh9 ,575,2
9326,tr,A0A3B2W8B4,Mus musculus ,Armc12 ,366,4
9327,tr,A0A1B0GR52,Mus musculus ,Bet1l ,115,4
9328,tr,A0A5H1ZRL1,Mus musculus ,Spire1 ,743,1
9329,tr,A0A1D5RLJ3,Mus musculus ,Psme3ip1 ,90,1
9330,tr,A0A087WRT6,Mus musculus ,Slc45a3 ,221,4
9331,tr,K4DI66,Mus musculus ,Knop1 ,370,1
9332,tr,D3YUP8,Mus musculus ,Ing3 ,410,1
9333,tr,A0A0A6YXS5,Mus musculus ,Inpp4a ,306,1
9334,tr,Q3TCB2,Mus musculus ,Hk3 ,867,2
9335,tr,F6XIK0,Mus musculus ,Depdc5 ,206,1
9336,tr,H3BKR9,Mus musculus ,Bnc2 ,87,1
9337,tr,J3QK37,Mus musculus ,Ankrd44 ,126,1
9338,tr,A0A087WS86,Mus musculus ,Zfp507 ,145,1
9339,tr,F7CT06,Mus musculus ,Unc5cl ,79,4
9340,tr,G3UZ96,Mus musculus ,Lsm2 ,85,1
9341,tr,D6RJ55,Mus musculus ,Dnase1l2 ,76,4
9342,tr,D6RGR3,Mus musculus ,Glmn ,97,1
9343,tr,Q3URJ9,Mus musculus ,Pard3b ,181,2
9344,tr,D3Z285,Mus musculus ,Nfu1 ,255,1
9345,tr,Q8BRW2,Mus musculus ,Adipoq ,247,2
9346,tr,A0A5F8MQ70,Mus musculus ,Col5a1 ,289,1
9347,tr,F8WHG5,Mus musculus ,Akt2 ,438,1
9348,tr,E9Q257,Mus musculus ,Gm8237 ,205,4
9349,tr,Q3TTA8,Mus musculus ,Lnpep ,792,2
9350,tr,A0A087WQH3,Mus musculus ,Dmkn ,303,1
9351,tr,A0A1Y7VMC0,Mus musculus ,Rnf220 ,188,1
9352,tr,Q3TIS5,Mus musculus ,Fubp1 ,654,2
9353,tr,Q6PDM6,Mus musculus ,Mcf2l ,1166,1
9354,tr,A0A3B2W7D2,Mus musculus ,Vmn2r73 ,572,4
9355,tr,F6QY99,Mus musculus ,Piezo1 ,1003,1
9356,tr,M0QWB9,Mus musculus ,Slc35c1 ,158,1
9357,tr,Q5SW46,Mus musculus ,Lpo ,710,1
9358,tr,A0A286YDN7,Mus musculus ,Nsd1 ,30,4
9359,tr,Q3UXH2,Mus musculus ,H1f2 ,136,2
9360,tr,A0A1B0GRA4,Mus musculus ,Man2b1 ,47,4
9361,tr,A0A087WRD4,Mus musculus ,Ndufa10 ,63,4
9362,tr,E0CXG8,Mus musculus ,Gm28042 ,243,4
9363,tr,A0A3B2WCP3,Mus musculus ,Vmn2r74 ,77,4
9364,tr,A2ABZ8,Mus musculus ,Aspscr1 ,225,1
9365,tr,Q8C8R0,Mus musculus ,No Name,568,2
9366,tr,A0A1L1SQ12,Mus musculus ,Tmod3 ,106,1
9367,tr,A0A2I3BR32,Mus musculus ,Gnl3 ,159,1
9368,tr,A0A338P796,Mus musculus ,Wdr53 ,258,1
9369,tr,Q0QEL9,Mus musculus ,Cs ,223,2
9370,tr,A7ISQ0,Mus musculus ,Fat1 ,82,2
9371,tr,A0A3B2WAS4,Mus musculus ,Mapk13 ,266,1
9372,tr,A0A0U1RPK4,Mus musculus ,Slc3a2 ,303,1
9373,tr,D3YWM0,Mus musculus ,Tmem184c ,100,4
9374,tr,H3BKE9,Mus musculus ,Ahcyl2 ,23,4
9375,tr,E0CYI3,Mus musculus ,Mff ,243,1
9376,tr,A0A1L1SQK8,Mus musculus ,Vsig2 ,91,4
9377,tr,A0A087WQT5,Mus musculus ,Lca5 ,14,1
9378,tr,Q8C1S9,Mus musculus ,Mtus2 ,215,2
9379,tr,F6RT43,Mus musculus ,Ndfip2 ,312,1
9380,tr,E0CXW2,Mus musculus ,Adck5 ,567,1
9381,tr,Q3TU43,Mus musculus ,Stau1 ,583,2
9382,tr,A0A0G2JFH4,Mus musculus ,Ttc14 ,217,1
9383,tr,Q8BLF3,Mus musculus ,Dnajc14 ,678,2
9384,tr,Q9ESQ3,Mus musculus ,Vcl ,153,2
9385,tr,F7BFR0,Mus musculus ,Mier3 ,549,1
9386,tr,F6XBL0,Mus musculus ,Hnf1b ,199,1
9387,tr,F6ZEW4,Mus musculus ,Cse1l ,658,1
9388,tr,Q5NBZ4,Mus musculus ,Eif4enif1 ,239,1
9389,tr,A0A0G2JF45,Mus musculus ,Igkv14-130 ,117,4
9390,tr,A0A5H1ZRM6,Mus musculus ,Mitf ,520,1
9391,tr,B1AVB2,Mus musculus ,Scml2 ,827,1
9392,tr,D6RHN3,Mus musculus ,Ccdc77 ,157,1
9393,tr,Q3UXJ3,Mus musculus ,Hnrnpll ,244,2
9394,tr,A0A0B4J1P1,Mus musculus ,Trbv30 ,111,4
9395,tr,A0A2I3BRB3,Mus musculus ,Ero1a ,64,4
9396,tr,C7B5P7,Mus musculus ,Sox9 ,91,2
9397,tr,S4R1U8,Mus musculus ,Sipa1l3 ,25,1
9398,tr,A0A0A0MQJ3,Mus musculus ,Itgb1 ,112,1
9399,tr,Q8BLW8,Mus musculus ,No Name,286,2
9400,tr,Q8K0K1,Mus musculus ,Agap3 ,322,2
9401,tr,A2AFM5,Mus musculus ,Apex2 ,246,1
9402,tr,Q3UNC3,Mus musculus ,Doxl2 ,224,2
9403,tr,Q8BZ75,Mus musculus ,No Name,308,2
9404,tr,Q08EF2,Mus musculus ,Lfng ,199,2
9405,tr,E0CZG2,Mus musculus ,Zfp248 ,21,4
9406,tr,A0A7D6VRP0,Mus musculus ,Crb1 ,1344,2
9407,tr,Q9CUM3,Mus musculus ,4930449I04Rik ,120,2
9408,tr,Q9D586,Mus musculus ,Cntfr ,113,2
9409,tr,Q1HL22,Mus musculus ,Sorcs3 ,1219,1
9410,tr,Q3U4X6,Mus musculus ,Tmem131l ,80,2
9411,tr,Q8CE20,Mus musculus ,9030612E09Rik ,140,2
9412,tr,D3Z2U9,Mus musculus ,Tmem171 ,109,4
9413,tr,Q6A036,Mus musculus ,mKIAA0618 ,971,4
9414,tr,F7D1R5,Mus musculus ,Plaa ,214,1
9415,tr,M0QWG3,Mus musculus ,Adhfe1 ,67,4
9416,tr,A2RRZ9,Mus musculus ,Tlr12 ,906,2
9417,tr,A0A0U1RNG7,Mus musculus ,Kctd14 ,287,1
9418,tr,A2A4B1,Mus musculus ,Lpin3 ,858,1
9419,tr,E9Q2R5,Mus musculus ,Agtpbp1 ,51,1
9420,tr,A0A087WSI2,Mus musculus ,Fam126b ,100,1
9421,tr,A0A1W2P7S9,Mus musculus ,Rab3ip ,65,4
9422,tr,D3YWM9,Mus musculus ,Synj2 ,660,1
9423,tr,A0A140LHT1,Mus musculus ,Cd81 ,68,1
9424,tr,H3BIX9,Mus musculus ,Lrch4 ,626,1
9425,tr,Q3TR24,Mus musculus ,Cep104 ,97,2
9426,tr,G5E867,Mus musculus ,Raph1 ,679,1
9427,tr,E9PZW7,Mus musculus ,Insyn2a ,470,1
9428,tr,Q7TSZ1,Mus musculus ,Xpc ,930,2
9429,tr,F7CLE5,Mus musculus ,Usp45 ,210,1
9430,tr,J3QNN0,Mus musculus ,Oaz2 ,188,3
9431,tr,Q3UUY8,Mus musculus ,Gprc5d ,344,2
9432,tr,Q6GXA8,Mus musculus ,Timp2 ,95,2
9433,tr,D3Z0J1,Mus musculus ,Nfe2 ,164,4
9434,tr,E9QPX1,Mus musculus ,Col18a1 ,1774,1
9435,tr,B2RWW7,Mus musculus ,Adamts19 ,1210,2
9436,tr,A0A0G2JGM2,Mus musculus ,Nras ,74,4
9437,tr,A0A075B5M3,Mus musculus ,Igkv4-58 ,97,1
9438,tr,D3YUR6,Mus musculus ,Tmem169 ,120,1
9439,tr,G3UVV5,Mus musculus ,Ecscr ,235,1
9440,tr,A0A087WP13,Mus musculus ,Plekha6 ,901,1
9441,tr,M0QWH6,Mus musculus ,Gm2042 ,183,4
9442,tr,Q3UML5,Mus musculus ,Rgs12 ,621,2
9443,tr,C6EQJ0,Mus musculus ,No Name,332,2
9444,tr,F7CHS2,Mus musculus ,Eif4g2 ,29,1
9445,tr,D3Z136,Mus musculus ,Elovl5 ,180,1
9446,tr,Q3THV0,Mus musculus ,Bop1 ,732,2
9447,tr,A0A1L1STS0,Mus musculus ,Ccr4 ,32,4
9448,tr,A0A1W2P7A1,Mus musculus ,Rps12 ,148,1
9449,tr,A0A0U1RNV9,Mus musculus ,Syt5 ,48,4
9450,tr,F6VSK8,Mus musculus ,Itga6 ,667,1
9451,tr,A0A1W2P830,Mus musculus ,Srprb ,54,1
9452,tr,F6XD63,Mus musculus ,Elmo2 ,194,1
9453,tr,D3YZU0,Mus musculus ,Acp4 ,486,4
9454,tr,A0A1L1SS62,Mus musculus ,Ireb2 ,225,1
9455,tr,A0A140LI55,Mus musculus ,Fuz ,349,4
9456,tr,A0A0J9YUF9,Mus musculus ,Pnkp ,151,1
9457,tr,H3BKQ9,Mus musculus ,Hbp1 ,230,1
9458,tr,A0A1W2P7Z9,Mus musculus ,Vps26a ,123,1
9459,tr,B1AQW2,Mus musculus ,Mapt ,390,1
9460,tr,G3UWZ3,Mus musculus ,Kmt2c ,1524,1
9461,tr,A0A338P7A2,Mus musculus ,Msantd5 ,163,4
9462,tr,F6YK91,Mus musculus ,Ankrd65 ,380,4
9463,tr,A0A1L1SUF5,Mus musculus ,Kank2 ,27,1
9464,tr,A0A3Q4EGS2,Mus musculus ,Nubp2 ,64,4
9465,tr,E9PW99,Mus musculus ,Nf2 ,251,1
9466,tr,A0A0G2JEG7,Mus musculus ,Rpf1 ,147,1
9467,tr,A2A400,Mus musculus ,Wt1 ,406,3
9468,tr,A0A0G2JFP9,Mus musculus ,Vcam1 ,237,1
9469,tr,A0A0N4SW83,Mus musculus ,Olfr805 ,47,4
9470,tr,A0A1Y7VJ71,Mus musculus ,Cfl2 ,58,1
9471,tr,Q8R2S3,Mus musculus ,Nol3 ,220,2
9472,tr,Q3TPQ3,Mus musculus ,Ercc5 ,1043,2
9473,tr,D3YXR0,Mus musculus ,Zmynd11 ,286,1
9474,tr,Q9D5G0,Mus musculus ,Spdye4a ,173,2
9475,tr,Q3UIP1,Mus musculus ,Slc35a2 ,390,1
9476,tr,G3UZS9,Mus musculus ,Gigyf2 ,222,1
9477,tr,E9Q3D6,Mus musculus ,Hsp90ab1 ,189,1
9478,tr,A2A485,Mus musculus ,Zmynd8 ,1094,1
9479,tr,H3BKY4,Mus musculus ,Unc13a ,241,1
9480,tr,Q3UCW9,Mus musculus ,Ap2m1 ,322,2
9481,tr,Q8C1G9,Mus musculus ,4930451E10Rik ,63,2
9482,tr,Q3TSG8,Mus musculus ,Trap1 ,706,2
9483,tr,Q5XQI0,Mus musculus ,H2-Eb ,89,4
9484,tr,A0A2Z4SXE9,Mus musculus ,H2-K1 ,87,4
9485,tr,Q8BSU9,Mus musculus ,5330416C01Rik ,119,2
9486,tr,Q569M1,Mus musculus ,Gm14325 ,270,2
9487,tr,Q9CWQ7,Mus musculus ,Ufd1 ,307,2
9488,tr,Q3TSH1,Mus musculus ,4833422C13Rik ,58,2
9489,tr,Q66JR7,Mus musculus ,Pgm1 ,590,2
9490,tr,Q8BJ88,Mus musculus ,Sec24a ,57,2
9491,tr,Q8K4Q2,Mus musculus ,Pax1 ,88,2
9492,tr,Q8CA38,Mus musculus ,Pi4k2a ,145,2
9493,tr,Q4JFI9,Mus musculus ,CGM7 ,141,4
9494,tr,O35603,Mus musculus ,EMAF-1 ,498,2
9495,tr,Q8BRH2,Mus musculus ,Gm9917 ,139,2
9496,tr,A0A1U9W1B5,Mus musculus ,Klrb1c ,223,2
9497,tr,Q5XQG3,Mus musculus ,H2-Eb ,89,4
9498,tr,A7MCW7,Mus musculus ,Tnfrsf26 ,203,2
9499,tr,Q9EQ12,Mus musculus ,No Name,31,4
9500,tr,Q8C397,Mus musculus ,Tmem201 ,418,2
9501,tr,Q9D6F5,Mus musculus ,Zc3hav1 ,115,2
9502,tr,Q62290,Mus musculus ,Tcp-1 ,133,4
9503,tr,Q8VDQ6,Mus musculus ,Zfp758 ,513,2
9504,tr,Q3U4I5,Mus musculus ,No Name,1153,2
9505,tr,Q3V1I1,Mus musculus ,4731419I09Rik ,113,2
9506,tr,Q3U547,Mus musculus ,Stt3a ,753,2
9507,tr,Q8CB64,Mus musculus ,Tmcc1 ,107,2
9508,tr,Q8CGH4,Mus musculus ,Bhlhe41 ,193,2
9509,tr,Q9R1N6,Mus musculus ,No Name,11,4
9510,tr,Q5XK18,Mus musculus ,Pgp ,217,2
9511,tr,Q3UT03,Mus musculus ,Tcl1b4 ,164,2
9512,tr,K7TRS8,Mus musculus ,Ighv7-3 ,112,2
9513,tr,Q8CEB0,Mus musculus ,Dcdc5 ,148,2
9514,tr,Q3UQH2,Mus musculus ,Gm19304 ,132,2
9515,tr,A0A2Z4SYJ8,Mus musculus ,H2-Eb1 ,77,4
9516,tr,K7U661,Mus musculus ,No Name,112,2
9517,tr,Q8R528,Mus musculus ,No Name,309,4
9518,tr,Q8BZV1,Mus musculus ,Adra1a ,171,2
9519,tr,Q52L95,Mus musculus ,Igk ,236,2
9520,tr,Q91VV0,Mus musculus ,Lama4 ,1254,2
9521,tr,Q9D6Z9,Mus musculus ,Krtap1-5 ,122,2
9522,tr,D7F2B7,Mus musculus ,Raet1e ,129,2
9523,tr,Q6GXA5,Mus musculus ,Mmp2 ,111,2
9524,tr,Q9CTU5,Mus musculus ,Mgat4c ,80,2
9525,tr,Q71S45,Mus musculus ,Pglyrp2 ,414,2
9526,tr,K7TRG2,Mus musculus ,Ighv7-3 ,106,2
9527,tr,Q541S0,Mus musculus ,Plin2 ,425,2
9528,tr,Q3UND8,Mus musculus ,Gm10701 ,77,2
9529,tr,Q9ERD2,Mus musculus ,No Name,8,4
9530,tr,A0A2Z4SX90,Mus musculus ,H2-Eb1 ,77,4
9531,tr,Q8C6W7,Mus musculus ,No Name,104,2
9532,tr,Q3UVM6,Mus musculus ,No Name,62,2
9533,tr,A0A0B6VNB4,Mus musculus ,Mc1r ,315,3
9534,tr,Q9ESX0,Mus musculus ,Gphn ,21,2
9535,tr,Q8BTF1,Mus musculus ,Daam1 ,45,2
9536,tr,Q3UUE3,Mus musculus ,Ap3b2 ,122,2
9537,tr,Q8VER5,Mus musculus ,No Name,302,3
9538,tr,B3STQ2,Mus musculus ,Strn3 ,142,2
9539,tr,Q80UC0,Mus musculus ,Gpr155 ,186,2
9540,tr,Q6PDM7,Mus musculus ,Aars ,507,2
9541,tr,Q3UHL7,Mus musculus ,Lamb1 ,1834,2
9542,tr,Q9JJU5,Mus musculus ,Braf ,14,2
9543,tr,Q80Y26,Mus musculus ,F10 ,340,2
9544,tr,Q924X5,Mus musculus ,Lama2 ,50,4
9545,tr,Q8BTB8,Mus musculus ,Mrpl49 ,123,2
9546,tr,X5J525,Mus musculus ,No Name,88,2
9547,tr,Q8BMW4,Mus musculus ,Ednra ,99,2
9548,tr,Q497G7,Mus musculus ,Fcgbp ,120,2
9549,tr,E2D6P1,Mus musculus ,Apobec3 ,421,2
9550,tr,Q3T9J2,Mus musculus ,Zfp384 ,221,2
9551,tr,Q8BKG9,Mus musculus ,Ets1 ,183,2
9552,tr,Q3UBJ6,Mus musculus ,Eif6 ,245,2
9553,tr,Q9WUP9,Mus musculus ,Tk1a ,55,3
9554,tr,Q922V9,Mus musculus ,Tm9sf4 ,138,2
9555,tr,Q7TRT2,Mus musculus ,Olfr53 ,311,3
9556,tr,A8R0W1,Mus musculus ,Esp29 ,68,4
9557,tr,Q497F8,Mus musculus ,Yipf3 ,258,2
9558,tr,Q9ERY7,Mus musculus ,No Name,87,4
9559,tr,Q9QYL3,Mus musculus ,Cadm1 ,278,2
9560,tr,Q3UWC0,Mus musculus ,Nxpe4 ,532,2
9561,tr,Q8CH94,Mus musculus ,Ctla4 ,102,2
9562,tr,A6H6A2,Mus musculus ,Pramel48 ,481,2
9563,tr,Q9DBH4,Mus musculus ,Vwa8 ,490,2
9564,tr,A0A2Z4SYX7,Mus musculus ,H2-D1 ,91,3
9565,tr,Q9CV48,Mus musculus ,Ttn ,196,2
9566,tr,Q3TQM5,Mus musculus ,Fbxl2 ,423,2
9567,tr,Q8C914,Mus musculus ,Ophn1 ,97,2
9568,tr,X5J5N5,Mus musculus ,No Name,104,2
9569,tr,Q62459,Mus musculus ,No Name,227,2
9570,tr,Q3UNP1,Mus musculus ,No Name,37,2
9571,tr,A0A2Z4SXD4,Mus musculus ,H2-D1 ,91,3
9572,tr,Q8BU34,Mus musculus ,Psmd1 ,839,2
9573,tr,Q8CJ36,Mus musculus ,No Name,50,4
9574,tr,Q8VG93,Mus musculus ,No Name,314,3
9575,tr,Q8VFL8,Mus musculus ,No Name,310,3
9576,tr,Q2VT29,Mus musculus ,Igkv4-72 ,106,2
9577,tr,A0A0B6VND3,Mus musculus ,Mc1r ,315,3
9578,tr,F1ABR8,Mus musculus ,Ager ,312,2
9579,tr,Q8BMI5,Mus musculus ,Crb2 ,219,2
9580,tr,Q3TUZ9,Mus musculus ,Gm10481 ,144,2
9581,tr,Q31190,Mus musculus ,No Name,91,3
9582,tr,Q571J3,Mus musculus ,Fbn2 ,2225,2
9583,tr,Q95555,Mus musculus ,No Name,91,3
9584,tr,Q9CUP6,Mus musculus ,Zfp949 ,157,2
9585,tr,Q3UQI0,Mus musculus ,Gm10369 ,159,2
9586,tr,B0LAD9,Mus musculus ,Col6a1 ,165,2
9587,tr,A2NUE7,Mus musculus ,No Name,152,2
9588,tr,Q8BZ73,Mus musculus ,Zmym5 ,311,2
9589,tr,Q8C668,Mus musculus ,Zfp101 ,516,2
9590,tr,Q9D9F1,Mus musculus ,1700084J12Rik ,123,2
9591,tr,K7TRP3,Mus musculus ,No Name,112,2
9592,tr,Q9D5X2,Mus musculus ,Fbxw2 ,210,2
9593,tr,Q3UGW0,Mus musculus ,Tank ,414,2
9594,tr,Q3UL03,Mus musculus ,Nsd1 ,487,2
9595,tr,Q8K033,Mus musculus ,Ces2c ,277,2
9596,tr,Q3URK7,Mus musculus ,Vps39 ,875,2
9597,tr,Q9D3C5,Mus musculus ,Zfp292 ,136,2
9598,tr,Q3UVU4,Mus musculus ,9330195I24Rik ,113,2
9599,tr,Q9D3S2,Mus musculus ,Aknaos ,136,2
9600,tr,Q61158,Mus musculus ,Dyrk1c ,87,2
9601,tr,Q8VH19,Mus musculus ,No Name,321,3
9602,tr,A2NMA2,Mus musculus ,No Name,117,2
9603,tr,Q61708,Mus musculus ,No Name,107,4
9604,tr,Q9D4N2,Mus musculus ,Ttll10 ,147,2
9605,tr,Q8R291,Mus musculus ,V1rg4 ,324,3
9606,tr,Q8C0Q8,Mus musculus ,4932415M13Rik ,405,2
9607,tr,Q497Q5,Mus musculus ,Fancb ,236,2
9608,tr,Q8K4W1,Mus musculus ,No Name,44,4
9609,tr,Q5XQH0,Mus musculus ,H2-Eb ,89,4
9610,tr,Q8BM38,Mus musculus ,Ppp2r3a ,489,2
9611,tr,Q3UKL4,Mus musculus ,Cnppd1 ,408,2
9612,tr,Q80TH1,Mus musculus ,Dlg3 ,950,2
9613,tr,Q14DQ6,Mus musculus ,Zfp398 ,643,2
9614,tr,Q3URW8,Mus musculus ,Sptan1 ,844,2
9615,tr,Q70LN2,Mus musculus ,Ifi27 ,250,2
9616,tr,A8R0T6,Mus musculus ,Esp2 ,126,4
9617,tr,Q3U2T0,Mus musculus ,Mmp14 ,582,2
9618,tr,Q9CVG0,Mus musculus ,Sppl2a ,144,2
9619,tr,Q3UUA2,Mus musculus ,No Name,109,2
9620,tr,Q80UQ1,Mus musculus ,Tpcn2 ,595,2
9621,tr,Q64164,Mus musculus ,Akt1 ,52,2
9622,tr,Q8C8M9,Mus musculus ,Ttc5 ,439,2
9623,tr,B6ZLR4,Mus musculus ,3300002I08Rik ,531,2
9624,tr,A0A2Z4SXD0,Mus musculus ,H2-D1 ,91,3
9625,tr,Q569M0,Mus musculus ,Gm14325 ,350,2
9626,tr,Q8K540,Mus musculus ,No Name,83,4
9627,tr,Q9D5I1,Mus musculus ,D5Ertd615e ,136,2
9628,tr,Q3UB15,Mus musculus ,Rpl3 ,403,2
9629,tr,Q8BYY1,Mus musculus ,Ngfr ,417,2
9630,tr,Q921S5,Mus musculus ,Atp6v0d1 ,351,2
9631,tr,Q9D7N7,Mus musculus ,2310001K24Rik ,112,2
9632,tr,Q8C3Q2,Mus musculus ,Dzip1 ,120,2
9633,tr,Q3V134,Mus musculus ,1700030C12Rik ,127,2
9634,tr,P97918,Mus musculus ,No Name,23,2
9635,tr,C5IJB8,Mus musculus ,No Name,63,4
9636,tr,Q3UYK1,Mus musculus ,Kl ,401,2
9637,tr,A9L8S7,Mus musculus ,Ets2 ,43,2
9638,tr,Q3TZF5,Mus musculus ,Epyc ,322,2
9639,tr,Q8CG84,Mus musculus ,Zfyve28 ,178,2
9640,tr,Q61925,Mus musculus ,Mx2 ,268,2
9641,tr,A0A097PUG1,Mus musculus ,No Name,468,2
9642,tr,A7E2R1,Mus musculus ,Amh ,553,2
9643,tr,Q3UUN3,Mus musculus ,Gm10489 ,48,2
9644,tr,Q99N26,Mus musculus ,Tpsg1 ,100,4
9645,tr,Q9D7M6,Mus musculus ,2310002L09Rik ,200,2
9646,tr,E5RKG0,Mus musculus ,Stab2 ,375,2
9647,tr,Q3UNF6,Mus musculus ,Atg4b ,393,2
9648,tr,Q9CUA1,Mus musculus ,Cyp1b1 ,324,2
9649,tr,Q3UWN3,Mus musculus ,Senp8 ,221,2
9650,tr,Q62435,Mus musculus ,Fmn1 ,20,2
9651,tr,Q921F0,Mus musculus ,Oas1b ,376,2
9652,tr,Q9ET21,Mus musculus ,No Name,8,4
9653,tr,Q8K4A6,Mus musculus ,Pcdhga12 ,138,2
9654,tr,X5J523,Mus musculus ,No Name,113,2
9655,tr,A0S0L0,Mus musculus ,Hipk1 ,59,2
9656,tr,Q3UF77,Mus musculus ,No Name,370,2
9657,tr,Q9CZ46,Mus musculus ,Stmn2 ,209,2
9658,tr,Q6W082,Mus musculus ,Olfr216 ,185,4
9659,tr,Q3UQQ6,Mus musculus ,Stc1 ,247,2
9660,tr,Q3UUE8,Mus musculus ,Robo1 ,293,2
9661,tr,Q3U457,Mus musculus ,Snx13 ,866,2
9662,tr,Q99M38,Mus musculus ,Rad50 ,54,2
9663,tr,Q810T7,Mus musculus ,Slc22a30 ,480,2
9664,tr,Q3V3W2,Mus musculus ,No Name,112,2
9665,tr,Q8VEC1,Mus musculus ,Zfp820 ,511,2
9666,tr,Q3UTC5,Mus musculus ,Zbed3 ,228,2
9667,tr,Q8BSM2,Mus musculus ,Adamtsl1 ,640,2
9668,tr,Q8CDT4,Mus musculus ,Rgsl1 ,451,2
9669,tr,Q9DC13,Mus musculus ,Lamp1 ,407,2
9670,tr,Q8BTM0,Mus musculus ,Cyp2ab1 ,150,2
9671,tr,Q6NX82,Mus musculus ,Snx13 ,777,2
9672,tr,A0A2Z4SZ19,Mus musculus ,H2-K1 ,88,4
9673,tr,Q62491,Mus musculus ,unknown ,90,2
9674,tr,C6EQK3,Mus musculus ,No Name,182,2
9675,tr,A0A4D6YNT2,Mus musculus ,XCR1 ,338,3
9676,tr,Q8BJD8,Mus musculus ,Cdk5r1 ,308,2
9677,tr,Q6LCE8,Mus musculus ,No Name,18,4
9678,tr,Q3TP15,Mus musculus ,Bmp2k ,68,2
9679,tr,Q8CEM9,Mus musculus ,Jakmip2 ,202,2
9680,tr,Q8BM43,Mus musculus ,Nell2 ,784,2
9681,tr,Q8BX68,Mus musculus ,Hdlbp ,422,2
9682,tr,Q9Z2X6,Mus musculus ,Zfp617 ,587,2
9683,tr,Q3TXM3,Mus musculus ,Slc1a6 ,561,2
9684,tr,Q8BKW0,Mus musculus ,Wdr61 ,138,2
9685,tr,Q3T9U9,Mus musculus ,Rpl3 ,403,2
9686,tr,Q6NY04,Mus musculus ,Dip2c ,723,2
9687,tr,Q3ZAT4,Mus musculus ,Mc3r ,323,2
9688,tr,Q99NG1,Mus musculus ,Slc1a3 ,159,2
9689,tr,X5J5B9,Mus musculus ,No Name,101,2
9690,tr,Q78GE8,Mus musculus ,Vmn1r51 ,328,2
9691,tr,Q9CU01,Mus musculus ,Gpr108 ,94,2
9692,tr,Q9JIK8,Mus musculus ,Ndk3 ,167,3
9693,tr,X5J4V2,Mus musculus ,No Name,95,2
9694,tr,Q3V3C6,Mus musculus ,Skap1 ,165,2
9695,tr,Q9CTT2,Mus musculus ,Chd4 ,51,2
