,sptr,accession,organism,Gene Name,length,PE Score
18114,tr,D3YYF0,Mus musculus ,Nif3l1 ,131,1
18115,tr,A2AEB3,Mus musculus ,Morf4l2 ,214,1
18116,tr,A0A1W2P6V3,Mus musculus ,Pbld1 ,69,4
18117,tr,A0A0U1RPI4,Mus musculus ,Zfp235 ,332,4
18118,tr,F6S7Z1,Mus musculus ,Pard3 ,1324,1
18119,tr,D3Z491,Mus musculus ,Cmtr1 ,99,1
18120,tr,D3YW34,Mus musculus ,Uspl1 ,1075,1
18121,tr,J3QK20,Mus musculus ,Cacnb4 ,519,1
18122,tr,D3YUD5,Mus musculus ,Gfra1 ,54,4
18123,tr,D3Z2E8,Mus musculus ,Calhm2 ,322,1
18124,tr,A0A2I3BPT6,Mus musculus ,Vmn1r36 ,268,3
18125,tr,D3YYI6,Mus musculus ,Aff3 ,1229,1
18126,tr,H3BK44,Mus musculus ,Mia2 ,761,1
18127,tr,A0A0R4J088,Mus musculus ,F3 ,294,1
18128,tr,A0A0G2JG81,Mus musculus ,Atp6v0a2 ,83,4
18129,tr,D3Z020,Mus musculus ,Ica1 ,73,1
18130,tr,S4R2T7,Mus musculus ,Ank2 ,1219,1
18131,tr,A0A1L1SUU4,Mus musculus ,Scamp2 ,200,1
18132,tr,A2APF4,Mus musculus ,Pmepa1 ,274,3
18133,tr,A0A0A6YW06,Mus musculus ,Enah ,785,1
18134,tr,E9PWP7,Mus musculus ,Muc3 ,4499,1
18135,tr,S4R1N6,Mus musculus ,Rps18 ,107,3
18136,tr,A0A0R4J0Z3,Mus musculus ,Aqp4 ,323,1
18137,tr,A0A0G2JE27,Mus musculus ,Capza1 ,112,1
18138,tr,V9GXC2,Mus musculus ,Dusp13 ,50,4
18139,tr,A0A2R8VHC3,Mus musculus ,Dmc1 ,109,1
18140,tr,A0A0D2X7Z2,Mus musculus ,Eef1akmt1 ,224,1
18141,tr,A0A0R4J065,Mus musculus ,Atg4b ,393,1
18142,tr,A0A1B0GSF8,Mus musculus ,Gm5901 ,35,4
18143,tr,E9PV35,Mus musculus ,Crem ,304,1
18144,tr,D6RDF0,Mus musculus ,Slc16a11 ,61,4
18145,tr,A0A286YCE6,Mus musculus ,Prss16 ,169,1
18146,tr,D3Z6N7,Mus musculus ,Zfp68 ,40,4
18147,tr,D3YTS8,Mus musculus ,Slc12a8 ,426,1
18148,tr,D3YUX2,Mus musculus ,Mpdz ,2056,1
18149,tr,A0A494B9N0,Mus musculus ,Tcerg1 ,283,4
18150,tr,A0A2I3BRX3,Mus musculus ,Sfmbt1 ,636,1
18151,tr,Z4YMS1,Mus musculus ,Rhbdd3 ,192,1
18152,tr,D3Z5K8,Mus musculus ,Shank2 ,1841,1
18153,tr,A0A087WS58,Mus musculus ,Retreg2 ,43,4
18154,tr,A0A0J9YUW1,Mus musculus ,Slc12a5 ,59,1
18155,tr,G5E879,Mus musculus ,Rad52 ,419,3
18156,tr,A0A0G2JEX4,Mus musculus ,Slc9b2 ,58,1
18157,tr,D6RH35,Mus musculus ,Rnf167 ,53,4
18158,tr,A0A1Y7VJZ9,Mus musculus ,Kcnk10 ,241,1
18159,tr,D3Z1Y7,Mus musculus ,Zbtb38 ,184,1
18160,tr,A0A0A6YWK0,Mus musculus ,Pcdh11x ,1026,1
18161,tr,D6RH68,Mus musculus ,Tango2 ,120,1
18162,tr,F6ZBN9,Mus musculus ,Foxn4 ,136,4
18163,tr,B1ASP5,Mus musculus ,Glis1 ,601,3
18164,tr,B1ASL6,Mus musculus ,Tnfrsf18 ,314,1
18165,tr,A0A087WQJ2,Mus musculus ,Prkn ,104,4
18166,tr,A2AEH9,Mus musculus ,Tmsb15a ,79,3
18167,tr,A2APM3,Mus musculus ,Cd44 ,464,1
18168,tr,F6X8Q0,Mus musculus ,Birc2 ,125,4
18169,tr,A0A286YDD1,Mus musculus ,Ccdc120 ,278,1
18170,tr,A2AC05,Mus musculus ,Aspscr1 ,220,1
18171,tr,D6RFV4,Mus musculus ,Sec11c ,99,1
18172,tr,A0A140LHP3,Mus musculus ,Ect2l ,909,1
18173,tr,A0A1L1SQZ2,Mus musculus ,Cacna1a ,2321,1
18174,tr,F6THL5,Mus musculus ,Pbrm1 ,1085,1
18175,tr,A0A0A6YXW1,Mus musculus ,Mpzl1 ,119,1
18176,tr,A2A5K2,Mus musculus ,Pltp ,441,1
18177,tr,H7BWY7,Mus musculus ,Arih1 ,381,1
18178,tr,G3UWT7,Mus musculus ,Angptl4 ,154,4
18179,tr,D3Z4M7,Mus musculus ,Tsfm ,206,1
18180,tr,A2ASZ7,Mus musculus ,Fam102a ,73,1
18181,tr,A0A5F8MPC3,Mus musculus ,1700014B07Rik ,146,4
18182,tr,B7ZCG2,Mus musculus ,Ppef1 ,56,4
18183,tr,D3Z3C2,Mus musculus ,Srrm3 ,124,1
18184,tr,G3UZ04,Mus musculus ,Mtmr12 ,526,1
18185,tr,F6VZH1,Mus musculus ,Sgsm3 ,216,1
18186,tr,F7DD22,Mus musculus ,Mapkapk5 ,114,4
18187,tr,A2A6J4,Mus musculus ,Lsp1 ,322,1
18188,tr,H3BJQ2,Mus musculus ,Uba2 ,69,1
18189,tr,E9QA46,Mus musculus ,Pex3 ,359,1
18190,tr,A2AHP7,Mus musculus ,Adgrg2 ,105,4
18191,tr,A0A494B9E8,Mus musculus ,Kcnk7 ,233,4
18192,tr,A0A0G2JDG6,Mus musculus ,Lrrc2 ,184,4
18193,tr,D3YVV0,Mus musculus ,Ttc13 ,738,1
18194,tr,A2A8K5,Mus musculus ,Gpr153 ,608,4
18195,tr,I7HM39,Mus musculus ,Serpinb6e ,101,4
18196,tr,A0A0J9YV33,Mus musculus ,Pds5a ,140,1
18197,tr,A0A1B0GRN5,Mus musculus ,Hook3 ,66,4
18198,tr,M0QWG9,Mus musculus ,Wfdc18 ,73,4
18199,tr,B0QZI6,Mus musculus ,Slc25a39 ,152,1
18200,tr,F8WJ50,Mus musculus ,Ntng1 ,481,1
18201,tr,A0A1B0GRR3,Mus musculus ,Rps11 ,130,1
18202,tr,A0A075B694,Mus musculus ,Trav14-2 ,121,4
18203,tr,D3Z191,Mus musculus ,Tmem106b ,185,1
18204,tr,A0A087WNU8,Mus musculus ,Gstm6 ,52,1
18205,tr,A0A286YCB9,Mus musculus ,Ddx11 ,168,1
18206,tr,A0A0N4SWG0,Mus musculus ,Hmces ,76,1
18207,tr,A2ADZ4,Mus musculus ,Txlna ,254,1
18208,tr,G5E8E1,Mus musculus ,Lrrfip1 ,428,1
18209,tr,E9QP07,Mus musculus ,Prpf40b ,870,1
18210,tr,A0A0N4SUX0,Mus musculus ,Clec4a3 ,109,1
18211,tr,V9GXH2,Mus musculus ,Ei24 ,163,1
18212,tr,A0A3Q4EC81,Mus musculus ,Mlst8 ,56,1
18213,tr,V9GX86,Mus musculus ,Cpne1 ,123,1
18214,tr,A0A087WR51,Mus musculus ,Misp3 ,108,1
18215,tr,V9GXX4,Mus musculus ,Adam33 ,60,4
18216,tr,A0A5F8MPY6,Mus musculus ,Nbea ,575,1
18217,tr,A0A498WGR4,Mus musculus ,Gal ,141,3
18218,tr,Z4YJW6,Mus musculus ,Plekhm2 ,1033,1
18219,tr,A0A087WS20,Mus musculus ,Topbp1 ,66,1
18220,tr,A0A140LHW3,Mus musculus ,Atg16l2 ,44,4
18221,tr,D3YX61,Mus musculus ,Rhoj ,171,1
18222,tr,A0A286YDN0,Mus musculus ,Sorbs1 ,695,1
18223,tr,D6RH88,Mus musculus ,Dennd1a ,103,1
18224,tr,A0A0N4SUW7,Mus musculus ,Antxr1 ,138,1
18225,tr,A0A2R8VKJ4,Mus musculus ,Mcm4 ,86,1
18226,tr,A0A0J9YUZ6,Mus musculus ,Nrbp1 ,62,1
18227,tr,L7N285,Mus musculus ,Gm3115 ,211,4
18228,tr,G3UYJ3,Mus musculus ,Slc25a51 ,195,1
18229,tr,A0A0G2JGK2,Mus musculus ,Ighv1-74 ,117,4
18230,tr,D3YUJ3,Mus musculus ,Ccnyl1 ,367,1
18231,tr,F6RTQ0,Mus musculus ,Adamts17 ,234,4
18232,tr,A0A1Y7VLT0,Mus musculus ,Aspg ,68,4
18233,tr,H3BJ41,Mus musculus ,Pias3 ,52,4
18234,tr,H3BLL7,Mus musculus ,Akap9 ,198,1
18235,tr,A0A286YDP4,Mus musculus ,Gm47995 ,300,4
18236,tr,D3Z794,Mus musculus ,Sumo2 ,71,1
18237,tr,A0A494BAL4,Mus musculus ,Nedd4l ,94,1
18238,tr,F6VTU3,Mus musculus ,Syne2 ,195,1
18239,tr,J3KMP6,Mus musculus ,Cibar1 ,355,1
18240,tr,A0A3B2W4B0,Mus musculus ,Anks1 ,142,1
18241,tr,D3YV36,Mus musculus ,Acsm1 ,174,1
18242,tr,V9GX92,Mus musculus ,Rhbdl1 ,369,3
18243,tr,J3QNB8,Mus musculus ,Tnfaip8 ,122,4
18244,tr,A0A0J9YSF5,Mus musculus ,Zfp729b ,248,4
18245,tr,A0A2R8VHW1,Mus musculus ,Cyp2d9 ,294,1
18246,tr,D3Z442,Mus musculus ,Aamdc ,139,1
18247,tr,A0A3B2WCS4,Mus musculus ,Ralbp1 ,594,1
18248,tr,A0A0A6YWZ1,Mus musculus ,Acbd6 ,37,1
18249,tr,V9GX38,Mus musculus ,Gm17190 ,357,1
18250,tr,A0A2I3BRE9,Mus musculus ,E4f1 ,427,1
18251,tr,Q5SVT1,Mus musculus ,Trim16 ,488,1
18252,tr,A0A1Y7VMD3,Mus musculus ,Golga5 ,234,1
18253,tr,A0A571BEA5,Mus musculus ,Lrrc7 ,1488,1
18254,tr,E9QPR6,Mus musculus ,Tmprss13 ,548,4
18255,tr,A0A0A6YXW4,Mus musculus ,Mrpl30 ,128,1
18256,tr,F2Z3V6,Mus musculus ,Pdpk1 ,111,1
18257,tr,A2CGA5,Mus musculus ,Birc3 ,602,1
18258,tr,E9PWU4,Mus musculus ,Adipoq ,168,1
18259,tr,A0A3Q4EG48,Mus musculus ,Kctd1 ,180,1
18260,tr,E9QNR5,Mus musculus ,Thsd7a ,1646,1
18261,tr,J9JI90,Mus musculus ,Triobp ,98,1
18262,tr,E9PX66,Mus musculus ,Supt7l ,344,1
18263,tr,D3YV37,Mus musculus ,Myl12a ,107,1
18264,tr,E9PX59,Mus musculus ,Samd9l ,1579,1
18265,tr,A0A087WPU4,Mus musculus ,Fat1 ,159,1
18266,tr,H3BK81,Mus musculus ,Cyth3 ,93,1
18267,tr,A0A0J9YV81,Mus musculus ,Rxfp2 ,727,1
18268,tr,A0A2R8VI79,Mus musculus ,Rbfox1 ,358,1
18269,tr,A0A1B0GT58,Mus musculus ,Pde2a ,70,4
18270,tr,A0A087WSS3,Mus musculus ,Dlk2 ,108,4
18271,tr,D3YZU7,Mus musculus ,Septin2 ,120,1
18272,tr,G3X9Z4,Mus musculus ,Pcf11 ,1553,1
18273,tr,J3QMA2,Mus musculus ,Gm28051 ,81,4
18274,tr,D3Z002,Mus musculus ,Tcf7l2 ,178,1
18275,tr,A0A5F8MPA4,Mus musculus ,Kcnab1 ,408,1
18276,tr,A0A0J9YV50,Mus musculus ,Tcf4 ,220,1
18277,tr,A0A0G2JGT8,Mus musculus ,Csn1s1 ,62,1
18278,tr,F6YNI8,Mus musculus ,Eif1ad19 ,144,3
18279,tr,D3Z1M6,Mus musculus ,Agpat3 ,144,4
18280,tr,E9QKG3,Mus musculus ,Trmt11 ,460,1
18281,tr,E9PV88,Mus musculus ,Per3 ,426,4
18282,tr,A0A0R4J1Z9,Mus musculus ,Glcci1 ,351,1
18283,tr,A0A0U1RNL3,Mus musculus ,Fes ,360,1
18284,tr,A0A494BA23,Mus musculus ,Csf1r ,103,1
18285,tr,D3Z3J1,Mus musculus ,Snx17 ,67,1
18286,tr,A0A087WSD0,Mus musculus ,Trpc1 ,255,4
18287,tr,A2A6P5,Mus musculus ,D11Wsu47e ,116,1
18288,tr,F6SPQ1,Mus musculus ,Ppt2 ,247,1
18289,tr,A0A1B0GQW4,Mus musculus ,Plpp5 ,151,3
18290,tr,E9Q2Y0,Mus musculus ,Eid2b ,151,4
18291,tr,A2A7P5,Mus musculus ,Ermap ,185,4
18292,tr,S4R1F3,Mus musculus ,Ccdc171 ,132,4
18293,tr,D3YVM9,Mus musculus ,Scube2 ,968,4
18294,tr,E9Q0H8,Mus musculus ,Tnpo3 ,42,1
18295,tr,A0A0G2JG63,Mus musculus ,Sbno1 ,242,1
18296,tr,A0A338P7K4,Mus musculus ,Rps10 ,169,1
18297,tr,A2A9U8,Mus musculus ,Cela3a ,283,4
18298,tr,G3UYM7,Mus musculus ,Dtnb ,626,1
18299,tr,B1AYE4,Mus musculus ,Kcnj3 ,235,1
18300,tr,A0A384DVA0,Mus musculus ,Erg ,456,1
18301,tr,A0A1L1STR9,Mus musculus ,Dnajc13 ,96,1
18302,tr,F6SV01,Mus musculus ,Sidt2 ,139,1
18303,tr,V9GX08,Mus musculus ,Slc35d1 ,211,1
18304,tr,A0A7P0A161,Mus musculus ,Tmem134 ,162,4
18305,tr,D3YZS9,Mus musculus ,Pdzk1 ,153,1
18306,tr,A0A2I3BRC5,Mus musculus ,Adcy6 ,1166,1
18307,tr,A2A8R7,Mus musculus ,Tut4 ,1648,1
18308,tr,A0A494BAG3,Mus musculus ,Malt1 ,170,1
18309,tr,F6ZCY7,Mus musculus ,C2 ,180,4
18310,tr,A0A0U1RPD4,Mus musculus ,Wdr11 ,34,1
18311,tr,A0A1L1STM3,Mus musculus ,Tmem25 ,83,4
18312,tr,A0A087WSG3,Mus musculus ,Gm28269 ,125,4
18313,tr,H3BLA1,Mus musculus ,Cds2 ,33,3
18314,tr,E9Q907,Mus musculus ,Ctnnd1 ,860,1
18315,tr,F6UT01,Mus musculus ,Gcc2 ,181,1
18316,tr,F6XC48,Mus musculus ,Inpp5e ,206,1
18317,tr,A0A0R4J298,Mus musculus ,Eif2d ,587,1
18318,tr,A0A6I8MWZ4,Mus musculus ,Evi5l ,401,1
18319,tr,H3BLJ0,Mus musculus ,Abhd5 ,46,4
18320,tr,A0A075B5N8,Mus musculus ,Igkv3-10 ,118,4
18321,tr,A2ANY6,Mus musculus ,Mdn1 ,5589,1
18322,tr,B1AXE7,Mus musculus ,Zfp185 ,52,1
18323,tr,A0A0J9YV30,Mus musculus ,Pxn ,424,1
18324,tr,D3Z6K9,Mus musculus ,Mogat1 ,201,1
18325,tr,E9PVE7,Mus musculus ,Wdr66 ,495,1
18326,tr,D3Z7R5,Mus musculus ,2410002F23Rik ,43,1
18327,tr,A0A338P6B0,Mus musculus ,Smpd4 ,110,1
18328,tr,D3YY86,Mus musculus ,Zmynd11 ,618,1
18329,tr,A0A1B0GX24,Mus musculus ,Sp100 ,418,1
18330,tr,A0A087WR60,Mus musculus ,Ffar2 ,133,3
18331,tr,A0A0B4J1N4,Mus musculus ,Spata6l ,76,4
18332,tr,H3BKY9,Mus musculus ,Uba7 ,102,4
18333,tr,A0A1W2P823,Mus musculus ,R3hdm4 ,64,1
18334,tr,A0A3B2WCL4,Mus musculus ,Fkbp5 ,93,1
18335,tr,F7D5Y4,Mus musculus ,Col14a1 ,521,1
18336,tr,Q5SXA4,Mus musculus ,Tom1l2 ,462,1
18337,tr,A0A1D5RLS6,Mus musculus ,Iws1 ,91,1
18338,tr,A0A2R8VHY2,Mus musculus ,Rps19bp1 ,64,1
18339,tr,E9Q9M9,Mus musculus ,Klhdc7b ,605,4
18340,tr,A0A2R8VHI0,Mus musculus ,Zc3h7b ,151,1
18341,tr,D3YVI3,Mus musculus ,Ctsh ,119,4
18342,tr,H3BJL4,Mus musculus ,Pcsk6 ,798,1
18343,tr,A2AG41,Mus musculus ,Stoml2 ,212,1
18344,tr,D3Z0V5,Mus musculus ,Tatdn3 ,232,1
18345,tr,A0A0G2JEH4,Mus musculus ,Wls ,37,1
18346,tr,A0A0G2JF35,Mus musculus ,Atrx ,78,1
18347,tr,H3BJQ8,Mus musculus ,Gpc5 ,645,1
18348,tr,E9QA57,Mus musculus ,Spata31d1b ,1361,4
18349,tr,D6RCI3,Mus musculus ,Mettl5 ,142,1
18350,tr,F8VQE8,Mus musculus ,Osbpl9 ,67,1
18351,tr,A0A0G2JFW2,Mus musculus ,Trdj2 ,20,4
18352,tr,A0A1L1SSG9,Mus musculus ,Olfr203 ,306,3
18353,tr,Z4YLM5,Mus musculus ,Trmt10b ,141,4
18354,tr,F6WLW8,Mus musculus ,Sema6a ,111,4
18355,tr,G3UWJ0,Mus musculus ,Mecom ,843,1
18356,tr,A0A1B0GS58,Mus musculus ,Glrx3 ,374,1
18357,tr,F6SXB0,Mus musculus ,Ccdc6 ,137,1
18358,tr,A0A140LHD7,Mus musculus ,Mrgprg ,156,4
18359,tr,F7BAC9,Mus musculus ,Ctnnb1 ,169,1
18360,tr,A0A1B0GRY8,Mus musculus ,Tnni2 ,172,1
18361,tr,F7AYZ6,Mus musculus ,Slc6a12 ,81,4
18362,tr,A0A0B4J1M4,Mus musculus ,4931406B18Rik ,117,4
18363,tr,A0A1B0GR13,Mus musculus ,Cylc1 ,642,1
18364,tr,D3Z3X2,Mus musculus ,Hsd3b7 ,221,1
18365,tr,A0A0A0MQH7,Mus musculus ,Slc16a5 ,137,4
18366,tr,D3Z0S5,Mus musculus ,Asic5 ,453,3
18367,tr,H3BJ73,Mus musculus ,Ttll5 ,795,1
18368,tr,A0A1Y7VMI3,Mus musculus ,Ppp4r3a ,77,1
18369,tr,A3KFY5,Mus musculus ,Tekt2 ,126,1
18370,tr,D3YV98,Mus musculus ,Aldoa ,193,1
18371,tr,A0A140LJ44,Mus musculus ,Ccp110 ,796,1
18372,tr,F6VMK9,Mus musculus ,Dlg5 ,228,1
18373,tr,I7HPX9,Mus musculus ,Ubxn11 ,173,4
18374,tr,D3Z517,Mus musculus ,Zfp384 ,125,4
18375,tr,G3X986,Mus musculus ,Tas2r119 ,334,3
18376,tr,D3Z5F8,Mus musculus ,Zfp777 ,174,4
18377,tr,A2AS91,Mus musculus ,Dnajc16 ,91,1
18378,tr,G3UZN6,Mus musculus ,Abhd12b ,359,4
18379,tr,A2A580,Mus musculus ,1700025C18Rik ,89,4
18380,tr,E9PZV0,Mus musculus ,Slc29a1 ,160,1
18381,tr,E0CX88,Mus musculus ,Cep63 ,78,4
18382,tr,G3UZS6,Mus musculus ,Paip1 ,276,1
18383,tr,A0A0A6YY75,Mus musculus ,Cr1l ,429,1
18384,tr,F6VXK7,Mus musculus ,Myo15 ,1784,3
18385,tr,A0A1Y7VJB9,Mus musculus ,Cdc14b ,492,1
18386,tr,A0A0G2JDC6,Mus musculus ,Mtf1 ,10,4
18387,tr,K3W4N2,Mus musculus ,Il18 ,192,1
18388,tr,E0CXX4,Mus musculus ,Wars ,39,1
18389,tr,E9Q0V4,Mus musculus ,Mpc1 ,167,1
18390,tr,G3UWW4,Mus musculus ,Rasgrp1 ,597,1
18391,tr,G3UYD5,Mus musculus ,Gne ,479,1
18392,tr,A0A0G2JFA9,Mus musculus ,Adam22 ,138,4
18393,tr,A0A0N4SV66,Mus musculus ,H2aj ,126,1
18394,tr,A0A0R4J023,Mus musculus ,Auh ,314,1
18395,tr,A0A1Y7VLF1,Mus musculus ,Fastkd3 ,77,4
18396,tr,A0A087WPE1,Mus musculus ,Brca1 ,177,1
18397,tr,E9QPU5,Mus musculus ,Rnase10 ,245,3
18398,tr,A0A0N4SUK9,Mus musculus ,Crbn ,253,1
18399,tr,E9PW06,Mus musculus ,Nfasc ,1174,1
18400,tr,E9PX24,Mus musculus ,Lyrm9 ,97,1
18401,tr,A0A140LHR3,Mus musculus ,Spcs2 ,190,1
18402,tr,A0A0R4J1T8,Mus musculus ,Aasdh ,645,1
18403,tr,G5E8S8,Mus musculus ,Mpp7 ,576,1
18404,tr,F7BBD2,Mus musculus ,Eps8l1 ,54,4
18405,tr,A0A0R4J1H6,Mus musculus ,Golga3 ,1447,1
18406,tr,A2AS45,Mus musculus ,Pkp4 ,1163,1
18407,tr,F6XRI9,Mus musculus ,Mfn1 ,319,1
18408,tr,D6RE47,Mus musculus ,Iscu ,124,1
18409,tr,A0A1Y7VMN0,Mus musculus ,Rock2 ,1444,1
18410,tr,A0A494BAS3,Mus musculus ,Gstp2 ,84,1
18411,tr,A0A0U1RPR2,Mus musculus ,Anpep ,65,4
18412,tr,F6UPK0,Mus musculus ,Megf11 ,257,4
18413,tr,A0A140LHL7,Mus musculus ,Smarca2 ,93,1
18414,tr,F6SP57,Mus musculus ,Sccpdh ,120,1
18415,tr,A0A0N4SVC3,Mus musculus ,Olfr785 ,312,3
18416,tr,A0A075B5M2,Mus musculus ,Igkv4-61 ,94,4
18417,tr,E9PVC5,Mus musculus ,Eif4g1 ,1594,1
18418,tr,A0A0A6YWY7,Mus musculus ,Trdmt1 ,84,1
18419,tr,E9QJT2,Mus musculus ,Naf1 ,597,1
18420,tr,F6RX76,Mus musculus ,Cdkl3 ,80,4
18421,tr,A0A0G2JER5,Mus musculus ,Shisa5 ,63,4
18422,tr,S4R201,Mus musculus ,Rnf181 ,26,1
18423,tr,A0A075B5Y2,Mus musculus ,Ighv1-75 ,117,4
18424,tr,G3X925,Mus musculus ,Pklr ,574,1
18425,tr,A0A087WS06,Mus musculus ,Ankrd27 ,231,1
18426,tr,A0A384DV69,Mus musculus ,Eva1c ,446,1
18427,tr,F6YPZ1,Mus musculus ,Ramp2 ,141,1
18428,tr,A0A0A6YXE1,Mus musculus ,Utp25 ,52,1
18429,tr,A0A140LIT2,Mus musculus ,Dhcr7 ,474,1
18430,tr,A0A338P6R1,Mus musculus ,2610318N02Rik ,207,4
18431,tr,A0A0U1RQ12,Mus musculus ,Ppp4c ,157,1
18432,tr,D3YV79,Mus musculus ,Zfp800 ,469,1
18433,tr,A0A075B636,Mus musculus ,Trav14n-3 ,93,4
18434,tr,A0A0J9YUC1,Mus musculus ,Eif4g1 ,900,1
18435,tr,A0A0N4SVG2,Mus musculus ,Syt17 ,413,1
18436,tr,A0A140LIM0,Mus musculus ,Smarca2 ,260,1
18437,tr,K4DI59,Mus musculus ,Lig3 ,1016,1
18438,tr,S4R1E6,Mus musculus ,Sbk2 ,216,3
18439,tr,G3UYN2,Mus musculus ,Dtnb ,138,1
18440,tr,D6RFP3,Mus musculus ,Tmem41b ,123,1
18441,tr,A0A087WNW4,Mus musculus ,Gm29554 ,188,3
18442,tr,A0A2R8VI36,Mus musculus ,A4galt ,82,4
18443,tr,E9Q7Y2,Mus musculus ,Acsl6 ,365,1
18444,tr,G5E8V4,Mus musculus ,Nadsyn1 ,569,1
18445,tr,A0A1L1SS82,Mus musculus ,Ccdc7a ,1642,4
18446,tr,A0A3B2W4I8,Mus musculus ,Clcn7 ,391,1
18447,tr,S4R2L4,Mus musculus ,Rsrc2 ,434,1
18448,tr,A0A1L1SUS1,Mus musculus ,Olfr857 ,309,3
18449,tr,Q5GMG0,Mus musculus ,Elmo2 ,122,1
18450,tr,D3YX14,Mus musculus ,Ddit3 ,160,1
18451,tr,A0A0A6YW15,Mus musculus ,Actl6a ,77,1
18452,tr,E9Q8E3,Mus musculus ,Abi3bp ,909,1
18453,tr,A0A494BB68,Mus musculus ,Gnpda1 ,177,1
18454,tr,E9Q7L6,Mus musculus ,Foxn2 ,429,1
18455,tr,B1ARB3,Mus musculus ,Pecam1 ,732,1
18456,tr,F6TVY7,Mus musculus ,Greb1 ,123,3
18457,tr,A2AD32,Mus musculus ,Epb41 ,767,1
18458,tr,A0A0N4SWI1,Mus musculus ,Phf14 ,69,1
18459,tr,A0A087WQ99,Mus musculus ,Gm29666 ,126,4
18460,tr,E0CYU0,Mus musculus ,Spata13 ,574,1
18461,tr,F6S0D5,Mus musculus ,0610010K14Rik ,80,1
18462,tr,A0A5H1ZRL3,Mus musculus ,Nelfb ,631,1
18463,tr,E9Q5F4,Mus musculus ,Actb ,265,1
18464,tr,A2A547,Mus musculus ,Rpl19 ,194,1
18465,tr,A0A140LIQ1,Mus musculus ,Tacc2 ,555,1
18466,tr,A0A0U1RNK8,Mus musculus ,Gtf3c1 ,193,1
18467,tr,A0A3Q4EII3,Mus musculus ,Commd10 ,150,1
18468,tr,A0A1L1STM1,Mus musculus ,Myo1e ,116,1
18469,tr,A0A0A6YVU4,Mus musculus ,Il1rn ,52,1
18470,tr,E0CXT1,Mus musculus ,Ctc1 ,67,1
18471,tr,F8WJL1,Mus musculus ,Cacna1c ,2139,1
18472,tr,E9QAK1,Mus musculus ,Sult2a8 ,189,1
18473,tr,J3QNT5,Mus musculus ,Zfp518b ,161,1
18474,tr,D3YUB7,Mus musculus ,Gm3604 ,558,4
18475,tr,A0A5F8MPY7,Mus musculus ,Clcn1 ,326,4
18476,tr,E9PWB2,Mus musculus ,Csnk1a1 ,374,1
18477,tr,A0A0A6YY33,Mus musculus ,Zbtb18 ,228,1
18478,tr,E9PZC3,Mus musculus ,Blvrb ,247,1
18479,tr,F6YG85,Mus musculus ,Gm11111 ,33,4
18480,tr,F6ZZX2,Mus musculus ,Slc25a45 ,121,1
18481,tr,A0A5F8MPY2,Mus musculus ,Rplp2-ps1 ,115,3
18482,tr,A0A087WPN7,Mus musculus ,Ighv13-2 ,100,4
18483,tr,A0A0A0MQC3,Mus musculus ,Urah ,141,1
18484,tr,F6SXE5,Mus musculus ,Gtsf1 ,194,1
18485,tr,Q80YX0,Mus musculus ,Tnc ,832,1
18486,tr,A0A140LJI0,Mus musculus ,Nbdy ,43,4
18487,tr,V9GWX4,Mus musculus ,Syt6 ,88,1
18488,tr,A0A075B6C9,Mus musculus ,Trav13-4-dv7 ,88,4
18489,tr,E9QPS5,Mus musculus ,Ltbp4 ,1665,1
18490,tr,A7M7T4,Mus musculus ,Snrnp25 ,119,1
18491,tr,Q5ND24,Mus musculus ,Slc43a2 ,149,4
18492,tr,A2AN98,Mus musculus ,Sec23b ,122,1
18493,tr,A0A1L1ST83,Mus musculus ,Prkcsh ,119,1
18494,tr,A0A1Y7VJK1,Mus musculus ,Ncapg2 ,107,1
18495,tr,A0A1W2P8C0,Mus musculus ,Epb41l2 ,204,1
18496,tr,F6SJP9,Mus musculus ,Ercc6l2 ,152,4
18497,tr,A0A2I3BR90,Mus musculus ,Pde1b ,192,1
18498,tr,E0CX72,Mus musculus ,Vangl1 ,137,1
18499,tr,A0A0B4J1P2,Mus musculus ,Trbj2-5 ,16,4
18500,tr,D3YVX8,Mus musculus ,Zfp963 ,99,4
18501,tr,B1AQD7,Mus musculus ,Unc119 ,175,1
18502,tr,A0A087WS19,Mus musculus ,Adhfe1 ,39,4
18503,tr,G3UZ17,Mus musculus ,Dlk1 ,122,4
18504,tr,F8WH71,Mus musculus ,Gm49396 ,146,1
18505,tr,G3XA02,Mus musculus ,Sgsh ,117,4
18506,tr,H3BKM2,Mus musculus ,Zc3hc1 ,459,1
18507,tr,E9Q3I1,Mus musculus ,Crygf ,114,3
18508,tr,D3Z074,Mus musculus ,Diaph1 ,1220,1
18509,tr,E9Q903,Mus musculus ,Ctnnd1 ,892,1
18510,tr,H9KV21,Mus musculus ,Arih1 ,476,1
18511,tr,A0A087WS67,Mus musculus ,Cacna1c ,2164,1
18512,tr,E9QP76,Mus musculus ,Rtkn2 ,602,1
18513,tr,A0A494BB66,Mus musculus ,Cd226 ,154,1
18514,tr,D3Z0J8,Mus musculus ,Smarcal1 ,98,1
18515,tr,A2AL74,Mus musculus ,Asph ,215,1
18516,tr,A0A3Q4EBZ6,Mus musculus ,Wdr46 ,329,1
18517,tr,A0A0R4J0J3,Mus musculus ,Recql4 ,1216,1
18518,tr,H3BL37,Mus musculus ,Tcof1 ,1356,1
18519,tr,A0A0J9YUW6,Mus musculus ,Ube2a ,110,1
