,sptr,accession,organism,GN,length
6340,tr,A0A5G2QBK8,Sus scrofa ,ATP8A1 ,171
6341,tr,A0A5G2Q9D7,Sus scrofa ,PPP3R1 ,188
6342,tr,A0A5G2Q7W5,Sus scrofa ,PTCD3 ,669
6343,tr,A0A5G2RC52,Sus scrofa ,MBNL2 ,212
6344,tr,A0A287B8L2,Sus scrofa ,,167
6345,tr,A0A5G2R5M8,Sus scrofa ,LOC100513817 ,311
6346,tr,A0A287AN52,Sus scrofa ,GTF2H1 ,585
6347,tr,A0A286ZSZ3,Sus scrofa ,MTPN ,136
6348,tr,A0A287A4X5,Sus scrofa ,LOC110261008 ,308
6349,tr,A0A5G2R7I2,Sus scrofa ,ZFYVE27 ,394
6350,tr,A0A287BAC9,Sus scrofa ,KANK2 ,980
6351,tr,A0A5G2R1W5,Sus scrofa ,ECHDC2 ,245
6352,tr,A0A5G2QUC8,Sus scrofa ,LGR4 ,158
6353,tr,A0A5G2QC59,Sus scrofa ,CAPSL ,213
6354,tr,A0A287BB10,Sus scrofa ,PBLD ,278
6355,tr,A0A287B0T6,Sus scrofa ,MCOLN2 ,532
6356,tr,A0A287ALU3,Sus scrofa ,SLC66A2 ,182
6357,tr,A0A287AW68,Sus scrofa ,BIN1 ,580
6358,tr,A0A5G2QF07,Sus scrofa ,,217
6359,tr,F1SU55,Sus scrofa ,SYNPO2L ,909
6360,tr,A0A287BJG9,Sus scrofa ,DOCK6 ,2080
6361,tr,A0A286ZKE0,Sus scrofa ,SHROOM2 ,946
6362,tr,A0A287APZ8,Sus scrofa ,SOD2 ,485
6363,tr,A0A5G2RC20,Sus scrofa ,GRB7 ,447
6364,tr,F1RJ33,Sus scrofa ,LGALS9 ,338
6365,tr,A0A287BK32,Sus scrofa ,VPS36 ,377
6366,tr,A0A286ZSY3,Sus scrofa ,PRKCZ ,548
6367,tr,A0A287A1T9,Sus scrofa ,ANKRD6 ,659
6368,tr,I3LG14,Sus scrofa ,OR8D1 ,308
6369,tr,A0A287A6D7,Sus scrofa ,CFTR ,1398
6370,tr,A0A287B6R0,Sus scrofa ,ASAP3 ,895
6371,tr,A0A5G2QHB4,Sus scrofa ,TMX4 ,350
6372,tr,A0A5G2QLH7,Sus scrofa ,,104
6373,tr,F1RVZ8,Sus scrofa ,LCN5 ,204
6374,tr,A0A287ARS4,Sus scrofa ,CAPS2 ,432
6375,tr,F1SH01,Sus scrofa ,ADAMTS20 ,1915
6376,tr,K7GSN7,Sus scrofa ,HEPH ,1089
6377,tr,A0A287A5Y5,Sus scrofa ,DENND4B ,1413
6378,tr,F1SDD5,Sus scrofa ,PDZK1 ,516
6379,tr,A0A287BDS0,Sus scrofa ,LIMK2 ,650
6380,tr,I3LK23,Sus scrofa ,B3GAT3 ,339
6381,tr,F1SCW7,Sus scrofa ,MFSD2B ,499
6382,tr,F1S661,Sus scrofa ,NMNAT2 ,304
6383,tr,A0A5G2QCQ8,Sus scrofa ,BHLHE40 ,415
6384,tr,A0A5G2QXM6,Sus scrofa ,RAB29 ,179
6385,tr,A0A5G2QWW8,Sus scrofa ,DMKN ,296
6386,tr,A0A5G2QI09,Sus scrofa ,PEX5L ,626
6387,tr,F1S8C9,Sus scrofa ,SMOX ,585
6388,tr,A0A286ZPH8,Sus scrofa ,STIM1 ,640
6389,tr,A0A5G2R6K6,Sus scrofa ,LOC100621521 ,287
6390,tr,A0A5G2R2W2,Sus scrofa ,CAMK2B ,552
6391,tr,F1SA51,Sus scrofa ,MARCHF2 ,238
6392,tr,I3LTT3,Sus scrofa ,SLC30A2 ,347
6393,tr,A0A287BQU0,Sus scrofa ,CSTF3 ,716
6394,tr,F1SFZ7,Sus scrofa ,SLC5A12 ,619
6395,tr,A0A287AUD5,Sus scrofa ,LOC110259552 ,312
6396,tr,A0A286ZPP0,Sus scrofa ,SGSM2 ,1016
6397,tr,K7GQF2,Sus scrofa ,ENG ,619
6398,tr,A0A5G2RH15,Sus scrofa ,LOC110257823 ,138
6399,tr,A0A286ZIV7,Sus scrofa ,LOC102158372 ,859
6400,tr,A0A287A6B4,Sus scrofa ,TENT4A ,740
6401,tr,F1S9J8,Sus scrofa ,MYT1L ,1174
6402,tr,F1S0H4,Sus scrofa ,GTDC1 ,369
6403,tr,A0A5G2QZH4,Sus scrofa ,,81
6404,tr,F2Z5N9,Sus scrofa ,PELO ,384
6405,tr,A0A287BDA6,Sus scrofa ,PPP3CA ,513
6406,tr,A0A5G2R8M5,Sus scrofa ,RSPH1 ,315
6407,tr,A0A287BNP9,Sus scrofa ,LOC110259135 ,325
6408,tr,A0A5G2QCV6,Sus scrofa ,DDX3X ,647
6409,tr,F1S514,Sus scrofa ,NOL4L ,181
6410,tr,A0A287APE3,Sus scrofa ,GSE1 ,1132
6411,tr,A0A286ZJX1,Sus scrofa ,,708
6412,tr,A0A5G2Q735,Sus scrofa ,MAGOH ,142
6413,tr,A0A5G2QA76,Sus scrofa ,CHN1 ,285
6414,tr,F1SL54,Sus scrofa ,COPB2 ,906
6415,tr,I3LPZ5,Sus scrofa ,SH3GL3 ,365
6416,tr,A0A287AGB2,Sus scrofa ,CCDC88C ,533
6417,tr,F1SHJ7,Sus scrofa ,SLC35C1 ,350
6418,tr,A0A287A8Q2,Sus scrofa ,RPS6KA2 ,740
6419,tr,A0A287AG98,Sus scrofa ,IRAK2 ,600
6420,tr,A0A287B7G6,Sus scrofa ,CNTRL ,2338
6421,tr,A0A287B5U0,Sus scrofa ,QKI ,338
6422,tr,A0A5G2QLM9,Sus scrofa ,SNRPC ,163
6423,tr,F1S424,Sus scrofa ,CLK4 ,445
6424,tr,A0A5G2QCR6,Sus scrofa ,CORIN ,1008
6425,tr,A0A5G2REV6,Sus scrofa ,SLC47A1 ,517
6426,tr,A0A5G2QEU0,Sus scrofa ,SH3PXD2A ,1119
6427,tr,I3LR48,Sus scrofa ,LOC100626271 ,321
6428,tr,I3LH80,Sus scrofa ,FMNL1 ,1112
6429,tr,A0A5G2QDW9,Sus scrofa ,,222
6430,tr,A0A286ZJ77,Sus scrofa ,,296
6431,tr,A0A287ALA5,Sus scrofa ,TMEM131L ,1499
6432,tr,A0A5G2R019,Sus scrofa ,FOSB ,179
6433,tr,A0A5G2R7T5,Sus scrofa ,TMEM40 ,154
6434,tr,A0A5G2R3L1,Sus scrofa ,SLC26A5 ,727
6435,tr,I3LJB0,Sus scrofa ,SERPINB11 ,392
6436,tr,A0A287AK09,Sus scrofa ,WAPL ,1069
6437,tr,A0A287ACG3,Sus scrofa ,,303
6438,tr,F1RN40,Sus scrofa ,F7 ,455
6439,tr,F1SQ67,Sus scrofa ,BCL2L14 ,329
6440,tr,F1SQH6,Sus scrofa ,MSH2 ,868
6441,tr,A0A286ZKL7,Sus scrofa ,NFASC ,1337
6442,tr,F1RYR6,Sus scrofa ,LRAT ,230
6443,tr,A0A287ASJ4,Sus scrofa ,CSNK1A1 ,345
6444,tr,A0A287BGZ7,Sus scrofa ,RBMS3 ,436
6445,tr,F2Z4Y8,Sus scrofa ,RPS11 ,158
6446,tr,A0A287AUX2,Sus scrofa ,POLE4 ,119
6447,tr,A0A5G2QX50,Sus scrofa ,C1H9orf85 ,171
6448,tr,A0A5G2RDC0,Sus scrofa ,,845
6449,tr,A0A287B8U6,Sus scrofa ,STAR ,133
6450,tr,A0A287BKK2,Sus scrofa ,PTGS2 ,576
6451,tr,F1RNC5,Sus scrofa ,NEK8 ,698
6452,tr,A0A287ATH3,Sus scrofa ,ATP5MC3 ,312
6453,tr,A0A5G2QU59,Sus scrofa ,PYGM ,844
6454,tr,F1RWY7,Sus scrofa ,BPHL ,309
6455,tr,F1SAX8,Sus scrofa ,IGSF3 ,1180
6456,tr,F1RY71,Sus scrofa ,IGHMBP2 ,190
6457,tr,A0A287AYR9,Sus scrofa ,SLMAP ,828
6458,tr,F1SIE5,Sus scrofa ,ARID3B ,536
6459,tr,I3LA11,Sus scrofa ,NRXN3 ,394
6460,tr,F1S0S1,Sus scrofa ,RALGDS ,823
6461,tr,A0A5G2RCP2,Sus scrofa ,TBCK ,820
6462,tr,A0A5S6I4J7,Sus scrofa ,IGF2 ,229
6463,tr,F1S5G0,Sus scrofa ,RAB28 ,215
6464,tr,A0A5G2QII6,Sus scrofa ,DTD1 ,200
6465,tr,A0A5G2R7S7,Sus scrofa ,,762
6466,tr,A0A287A6U3,Sus scrofa ,PPIG ,738
6467,tr,A0A5G2QJQ9,Sus scrofa ,CLTA ,190
6468,tr,A0A286ZN90,Sus scrofa ,SPECC1L ,1079
6469,tr,A0A286ZWH7,Sus scrofa ,AKAP4 ,863
6470,tr,A0A5G2R0Z8,Sus scrofa ,HSDL2 ,418
6471,tr,A0A5G2QBN4,Sus scrofa ,GPSM1 ,707
6472,tr,A0A287AA78,Sus scrofa ,BAHD1 ,777
6473,tr,A0A5G2QLR8,Sus scrofa ,TMEM91 ,481
6474,tr,A0A287B1E1,Sus scrofa ,MCF2L ,1298
6475,tr,F1RLQ9,Sus scrofa ,TPP2 ,1173
6476,tr,I3LK01,Sus scrofa ,LOC100621639 ,407
6477,tr,A0A287B0G6,Sus scrofa ,TMOD3 ,326
6478,tr,A0A287AES3,Sus scrofa ,KRBA1 ,1061
6479,tr,A0A287BF01,Sus scrofa ,TENM2 ,2529
6480,tr,A0A286ZIA4,Sus scrofa ,GPBP1 ,302
6481,tr,A0A5G2R7L7,Sus scrofa ,ADAMTSL1 ,221
6482,tr,I3LD86,Sus scrofa ,PGLYRP2 ,590
6483,tr,K7GPM1,Sus scrofa ,ITGAV ,1031
6484,tr,F1RVS9,Sus scrofa ,PI16 ,460
6485,tr,A0A287AJS8,Sus scrofa ,LOC100513601 ,361
6486,tr,F1SL29,Sus scrofa ,LTBR ,421
6487,tr,F1RYW4,Sus scrofa ,PARM1 ,302
6488,tr,K7GMY2,Sus scrofa ,FUNDC1 ,158
6489,tr,A0A5G2R7X2,Sus scrofa ,IFNAR1 ,561
6490,tr,A0A287BF97,Sus scrofa ,EEF1D ,685
6491,tr,A0A5G2QTN3,Sus scrofa ,PIK3C3 ,856
6492,tr,I3LDL3,Sus scrofa ,LIPT2 ,225
6493,tr,A0A5G2QHA6,Sus scrofa ,MBOAT2 ,184
6494,tr,A0A5G2QVN4,Sus scrofa ,,130
6495,tr,A0A287B0K1,Sus scrofa ,SMG9 ,542
6496,tr,A0A287BEM2,Sus scrofa ,CAMK2B ,582
6497,tr,F1SCV1,Sus scrofa ,TUBGCP2 ,833
6498,tr,K7GM43,Sus scrofa ,SEPTIN5 ,340
6499,tr,F1RMX0,Sus scrofa ,LOC110260995 ,123
6500,tr,A0A5G2RLL2,Sus scrofa ,TMBIM6 ,237
6501,tr,F1RR02,Sus scrofa ,GFAP ,468
6502,tr,A0A5G2RH01,Sus scrofa ,ULK2 ,1073
6503,tr,K7GT57,Sus scrofa ,DDX39B ,467
6504,tr,A0A287BGX1,Sus scrofa ,EHBP1 ,1230
6505,tr,F1RS34,Sus scrofa ,GAPVD1 ,1406
6506,tr,A0A5G2QD76,Sus scrofa ,INPP5F ,1071
6507,tr,A0A287BK55,Sus scrofa ,TTLL8 ,1005
6508,tr,A0A5G2R5Q1,Sus scrofa ,NVL ,833
6509,tr,I3LEV7,Sus scrofa ,SH3BGR ,205
6510,tr,A0A287AGF0,Sus scrofa ,HNRNPR ,595
6511,tr,A0A287B3G3,Sus scrofa ,RUNX2 ,603
6512,tr,A0A5G2R2W0,Sus scrofa ,PILRA ,442
6513,tr,F1RPE6,Sus scrofa ,GAL3ST1 ,422
6514,tr,F1RP83,Sus scrofa ,HAS1 ,559
6515,tr,A0A287B116,Sus scrofa ,TNFRSF21 ,813
6516,tr,A0A5G2QS23,Sus scrofa ,CAMK2D ,458
6517,tr,A0A286ZRS6,Sus scrofa ,HOXC8 ,242
6518,tr,A0A5G2QUI8,Sus scrofa ,NADK2 ,457
6519,tr,A0A287BDC0,Sus scrofa ,NDUFS8 ,211
6520,tr,F1SIZ4,Sus scrofa ,TEX264 ,239
6521,tr,F1SB66,Sus scrofa ,MAS1 ,292
6522,tr,A0A286ZX11,Sus scrofa ,HYOU1 ,946
6523,tr,A0A5G2R024,Sus scrofa ,CATSPER1 ,688
6524,tr,F1SD74,Sus scrofa ,BRME1 ,676
6525,tr,A0A287B6Z6,Sus scrofa ,DSC2 ,859
6526,tr,A0A286ZZJ9,Sus scrofa ,CLCA4 ,922
6527,tr,A0A5G2QTG6,Sus scrofa ,PRKAA1 ,206
6528,tr,I3LS86,Sus scrofa ,KBTBD11 ,634
6529,tr,I3L5T6,Sus scrofa ,,347
6530,tr,A0A287BRF6,Sus scrofa ,PKN1 ,950
6531,tr,A0A5G2QVB5,Sus scrofa ,,329
6532,tr,A0A287AHM9,Sus scrofa ,TJP1 ,1706
6533,tr,A0A287B8B0,Sus scrofa ,PLIN3 ,396
6534,tr,A0A287BKA5,Sus scrofa ,PRR33 ,392
6535,tr,F1SLB5,Sus scrofa ,MIP ,263
6536,tr,I3LDK9,Sus scrofa ,LOC102164731 ,256
6537,tr,A0A287ADR8,Sus scrofa ,SLC27A4 ,648
6538,tr,A0A2C9F3F0,Sus scrofa ,SOD1 ,155
6539,tr,A0A286ZPD1,Sus scrofa ,WHRN ,920
6540,tr,A0A287BMU7,Sus scrofa ,DEPDC5 ,1571
6541,tr,K7GSA7,Sus scrofa ,BCLAF3 ,724
6542,tr,A0A287AY32,Sus scrofa ,ANO8 ,1110
6543,tr,A0A5G2RLE7,Sus scrofa ,MAZ ,472
6544,tr,A0A287BRB5,Sus scrofa ,EPB41L4A ,670
6545,tr,A0A5G2RJL2,Sus scrofa ,ELP3 ,525
6546,tr,A0A287B382,Sus scrofa ,BRSK2 ,698
6547,tr,A0A286ZW67,Sus scrofa ,CFAP20DC ,646
6548,tr,A0A5G2R9N0,Sus scrofa ,HK1 ,919
6549,tr,A0A287BJ34,Sus scrofa ,TSPAN2 ,306
6550,tr,A0A5G2QRH4,Sus scrofa ,NAXD ,380
6551,tr,A0A287A8S5,Sus scrofa ,TAOK2 ,1061
6552,tr,A0A286ZQW3,Sus scrofa ,SMARCC2 ,1221
6553,tr,I3LPU7,Sus scrofa ,SLC22A14 ,558
6554,tr,F1SS53,Sus scrofa ,ZNF18 ,543
6555,tr,A0A287ANX2,Sus scrofa ,ARHGEF16 ,766
6556,tr,A0A5G2R4D3,Sus scrofa ,KIAA1549 ,1933
6557,tr,F1S1X1,Sus scrofa ,SPG21 ,394
6558,tr,A0A5G2QA22,Sus scrofa ,RAB1A ,129
6559,tr,A0A287A133,Sus scrofa ,NARS1 ,546
6560,tr,A0A5G2QPK1,Sus scrofa ,PUF60 ,499
6561,tr,F1RHG2,Sus scrofa ,,256
6562,tr,A0A286ZLI2,Sus scrofa ,JAK1 ,1154
6563,tr,A0A287A1F7,Sus scrofa ,GUCD1 ,244
6564,tr,A0A5G2QUX5,Sus scrofa ,,201
6565,tr,A0A5G2RFI8,Sus scrofa ,SH2B1 ,671
6566,tr,A0A287A6P5,Sus scrofa ,RAB11FIP4 ,590
6567,tr,A0A286ZLL7,Sus scrofa ,CLTA ,230
6568,tr,F1S1Z8,Sus scrofa ,UHMK1 ,389
6569,tr,A0A287BAK6,Sus scrofa ,PCM1 ,2055
6570,tr,A0A287BE44,Sus scrofa ,WDR20 ,581
6571,tr,I3LSX2,Sus scrofa ,GIGYF1 ,992
6572,tr,F1SJE8,Sus scrofa ,CBWD1 ,379
6573,tr,A0A287BQ34,Sus scrofa ,FGFBP3 ,256
6574,tr,F1SN03,Sus scrofa ,GOLM2 ,317
6575,tr,A0A286ZIU8,Sus scrofa ,LOC110259262 ,224
6576,tr,F1RQY8,Sus scrofa ,GPATCH8 ,1036
6577,tr,I3L8D6,Sus scrofa ,CHN1 ,456
6578,tr,F1RNU7,Sus scrofa ,PDCD2L ,358
6579,tr,A0A287BRL3,Sus scrofa ,UBAP2L ,896
6580,tr,F1SUB9,Sus scrofa ,IL1B ,267
6581,tr,A0A287AU96,Sus scrofa ,ZNF398 ,726
6582,tr,A0A287A7Y9,Sus scrofa ,ELMOD1 ,326
6583,tr,A0A287B6B9,Sus scrofa ,RBM12B ,1113
6584,tr,A0A287ARR3,Sus scrofa ,ZNF438 ,820
6585,tr,F1RYX0,Sus scrofa ,MTHFD2L ,346
6586,tr,F1RM42,Sus scrofa ,IRF2BP1 ,584
6587,tr,F1SS21,Sus scrofa ,MARCHF4 ,411
6588,tr,F1SRW2,Sus scrofa ,TAS2R60 ,314
6589,tr,I3LGP4,Sus scrofa ,POLR2B ,1251
6590,tr,F1S2Z9,Sus scrofa ,ODR4 ,440
6591,tr,A0A287BTI3,Sus scrofa ,FAM228A ,352
6592,tr,I3LQA6,Sus scrofa ,AIRE ,559
6593,tr,F1RJC3,Sus scrofa ,CCNL2 ,303
6594,tr,A0A287BTM7,Sus scrofa ,,411
6595,tr,F1RXM2,Sus scrofa ,RNF128 ,431
6596,tr,F1SS65,Sus scrofa ,MYH4 ,1939
6597,tr,F1S2K0,Sus scrofa ,ANKRA2 ,313
6598,tr,A0A5G2QF51,Sus scrofa ,DCP1A ,566
6599,tr,A0A5G2QWV6,Sus scrofa ,CAVIN3 ,290
6600,tr,F1RW46,Sus scrofa ,SYP ,319
6601,tr,F1RNK6,Sus scrofa ,,397
6602,tr,A0A5G2QB59,Sus scrofa ,ME2 ,592
6603,tr,I3LKS4,Sus scrofa ,LOC641352 ,368
6604,tr,F1SED0,Sus scrofa ,ACADSB ,431
6605,tr,A0A287BDL2,Sus scrofa ,NRTN ,197
6606,tr,A0A5G2R5L8,Sus scrofa ,,112
6607,tr,F1SIL5,Sus scrofa ,VPS13A ,2554
6608,tr,K7GL81,Sus scrofa ,REPS2 ,642
6609,tr,F1RSK0,Sus scrofa ,LOC100512920 ,520
6610,tr,A0A5G2QF58,Sus scrofa ,IRAK3 ,752
6611,tr,I3LQQ8,Sus scrofa ,CSF3R ,783
6612,tr,F1RY63,Sus scrofa ,PPP6R3 ,867
6613,tr,A0A5G2RNC0,Sus scrofa ,GAS8 ,395
6614,tr,F1RFE6,Sus scrofa ,OSM ,234
6615,tr,A0A287AVI3,Sus scrofa ,ERBIN ,1471
6616,tr,F1RHI1,Sus scrofa ,C12H17orf97 ,195
6617,tr,I3LS42,Sus scrofa ,LOC100517285 ,313
6618,tr,A0A286ZND3,Sus scrofa ,SMAP1 ,474
6619,tr,A0A286ZND9,Sus scrofa ,P14ARF ,159
6620,tr,F1RY05,Sus scrofa ,FUT9 ,390
6621,tr,A0A287AZX7,Sus scrofa ,KAT6B ,303
6622,tr,F1STV8,Sus scrofa ,STPG1 ,335
6623,tr,I3LUZ7,Sus scrofa ,STYXL1 ,288
6624,tr,F1SP30,Sus scrofa ,ACTL7B ,466
6625,tr,A0A287A9W0,Sus scrofa ,TRAM2 ,392
6626,tr,A0A5G2R6Y7,Sus scrofa ,UTP18 ,372
6627,tr,A0A5G2QN05,Sus scrofa ,,184
6628,tr,A0A5G2QVX8,Sus scrofa ,YBX1 ,419
6629,tr,A0A5G2QKR5,Sus scrofa ,HSD17B11 ,271
6630,tr,F1SCD1,Sus scrofa ,LOC100156325 ,418
6631,tr,A0A5G2QWF6,Sus scrofa ,C2CD6 ,1318
6632,tr,A0A287A569,Sus scrofa ,GGN ,633
6633,tr,F1RSF7,Sus scrofa ,STXBP4 ,558
6634,tr,F1SK58,Sus scrofa ,HSPA13 ,464
6635,tr,A0A5G2QHC3,Sus scrofa ,TNS1 ,1736
6636,tr,I3L5X7,Sus scrofa ,RBM3 ,155
6637,tr,F1S0D4,Sus scrofa ,RAB3GAP1 ,758
6638,tr,A0A287AHI7,Sus scrofa ,ADIPOQ ,287
6639,tr,A0A287A1P7,Sus scrofa ,SH2D3C ,702
6640,tr,A0A287BFN0,Sus scrofa ,GRIK4 ,922
6641,tr,F1RV32,Sus scrofa ,COG1 ,941
6642,tr,A0A5G2R0G3,Sus scrofa ,ABCG8 ,730
6643,tr,A0A5G2QKJ3,Sus scrofa ,SLC49A4 ,446
6644,tr,A0A287AVQ3,Sus scrofa ,PLCE1 ,2316
6645,tr,A0A286ZSA3,Sus scrofa ,KCNIP2 ,252
6646,tr,A0A287B0U1,Sus scrofa ,FAM13C ,501
6647,tr,A0A5G2RH85,Sus scrofa ,DCAF11 ,445
6648,tr,A0A5G2RC27,Sus scrofa ,SMAD3 ,434
6649,tr,A0A287ACA7,Sus scrofa ,CHRNA10 ,450
6650,tr,F1SDK4,Sus scrofa ,PTPRE ,701
6651,tr,A0A5G2RIA2,Sus scrofa ,,131
6652,tr,A0A5G2QD44,Sus scrofa ,SWT1 ,880
6653,tr,A0A286ZJD8,Sus scrofa ,DPP7 ,578
6654,tr,A0A286ZWC8,Sus scrofa ,PBRM1 ,1634
6655,tr,A0A286ZVC8,Sus scrofa ,CAMK2G ,572
6656,tr,A0A5G2QE28,Sus scrofa ,,200
6657,tr,F1RLP9,Sus scrofa ,UBQLN4 ,565
6658,tr,F1SHT2,Sus scrofa ,HOXA4 ,329
6659,tr,A0A287BNM2,Sus scrofa ,SYNGAP1 ,1293
6660,tr,A0A5G2QTU1,Sus scrofa ,CPEB1 ,561
6661,tr,A0A287ALI7,Sus scrofa ,MACROH2A1 ,342
6662,tr,F1SR95,Sus scrofa ,LINS1 ,744
6663,tr,F1S9U8,Sus scrofa ,NWD1 ,1455
6664,tr,A0A5G2R719,Sus scrofa ,LPIN1 ,943
6665,tr,A0A5G2R7N2,Sus scrofa ,TMBIM1 ,347
6666,tr,F1S6Y5,Sus scrofa ,ANGPTL1 ,479
6667,tr,A0A5G2REB2,Sus scrofa ,KLHL36 ,553
6668,tr,F1RMU7,Sus scrofa ,LYPD5 ,208
6669,tr,A0A286ZJ69,Sus scrofa ,ZFHX2 ,2565
6670,tr,F1SIH9,Sus scrofa ,C1H9orf131 ,1237
6671,tr,A0A5G2RMJ9,Sus scrofa ,BCL7C ,243
6672,tr,A0A5G2QUK3,Sus scrofa ,MYOM1 ,1451
6673,tr,F1SMV4,Sus scrofa ,NMUR1 ,553
6674,tr,A0A287AWW1,Sus scrofa ,SEPTIN8 ,518
6675,tr,F1SLG0,Sus scrofa ,C3H2orf78 ,879
6676,tr,A0A287B3K2,Sus scrofa ,UGT2B31 ,480
6677,tr,F1SAK1,Sus scrofa ,NOL4 ,592
6678,tr,A0A287ADQ2,Sus scrofa ,DTNA ,725
6679,tr,A0A287A370,Sus scrofa ,PALMD ,517
6680,tr,I3LT03,Sus scrofa ,ORC1 ,865
6681,tr,A0A287ADR4,Sus scrofa ,POLR2D ,184
6682,tr,A0A286ZRH9,Sus scrofa ,CXADR ,419
6683,tr,A0A5G2QTX7,Sus scrofa ,VGLL4 ,351
6684,tr,A0A287AGY0,Sus scrofa ,BBX ,914
6685,tr,F2Z552,Sus scrofa ,RAB39B ,213
6686,tr,A0A287BCR9,Sus scrofa ,JCAD ,1320
6687,tr,F1S6Q2,Sus scrofa ,YJEFN3 ,269
6688,tr,A0A286ZS56,Sus scrofa ,CTTN ,227
6689,tr,A0A287BNK9,Sus scrofa ,THRB ,468
6690,tr,F1RUG5,Sus scrofa ,WNK3 ,1629
6691,tr,I3LRH5,Sus scrofa ,EPDR1 ,234
6692,tr,A0A287BQK3,Sus scrofa ,LAX1 ,383
6693,tr,A0A287BJA4,Sus scrofa ,TRPM7 ,1864
6694,tr,I3LMV8,Sus scrofa ,ABCB8 ,747
6695,tr,A0A286ZM17,Sus scrofa ,RASAL2 ,1279
6696,tr,A0A287AG21,Sus scrofa ,MLLT10 ,1062
6697,tr,A0A287AAF2,Sus scrofa ,PRMT9 ,787
6698,tr,F1RV67,Sus scrofa ,TMEM104 ,475
6699,tr,A0A287BJV5,Sus scrofa ,LARP1B ,761
6700,tr,F1RWF1,Sus scrofa ,KDR ,1321
6701,tr,I3L828,Sus scrofa ,SHOX2 ,321
6702,tr,F1S8W9,Sus scrofa ,PYROXD2 ,582
6703,tr,A0A5G2QQY9,Sus scrofa ,,79
6704,tr,A0A5G2QL38,Sus scrofa ,HADHB ,459
6705,tr,I3LK34,Sus scrofa ,ACAD10 ,1012
6706,tr,I3LIM1,Sus scrofa ,ZFP1 ,408
6707,tr,A0A287BSW1,Sus scrofa ,LRRC8C ,822
6708,tr,A0A5G2Q7S3,Sus scrofa ,NAV2 ,1493
6709,tr,A0A5G2QPP4,Sus scrofa ,SLC27A2 ,616
6710,tr,A0A287BAG9,Sus scrofa ,RCBTB2 ,709
6711,tr,A0A287A2D9,Sus scrofa ,FAM120B ,819
6712,tr,A0A287AYN9,Sus scrofa ,PKN1 ,956
6713,tr,A0A287AEY3,Sus scrofa ,,258
6714,tr,I3LKD0,Sus scrofa ,TNFRSF1B ,411
6715,tr,A0A287BNL4,Sus scrofa ,,315
6716,tr,A0A5G2R5L5,Sus scrofa ,NR3C2 ,982
6717,tr,A0A5G2Q9B8,Sus scrofa ,HGD ,443
6718,tr,I3LJE4,Sus scrofa ,BTBD16 ,506
6719,tr,K7GMX6,Sus scrofa ,GK ,550
6720,tr,A0A287ASS1,Sus scrofa ,PBX3 ,106
6721,tr,F1RP77,Sus scrofa ,MYCBP2 ,4640
6722,tr,A0A286ZLT0,Sus scrofa ,NT5C2 ,528
6723,tr,A0A287AQQ1,Sus scrofa ,HDGFL3 ,216
6724,tr,A0A287BIM2,Sus scrofa ,CLN8 ,416
6725,tr,F1SLH4,Sus scrofa ,LOC100513982 ,330
6726,tr,I3LPR9,Sus scrofa ,TMUB1 ,328
6727,tr,F1SD45,Sus scrofa ,PRKACA ,351
6728,tr,I3LGF1,Sus scrofa ,CD72 ,388
6729,tr,F1RPE7,Sus scrofa ,POLR3E ,799
6730,tr,A0A5G2RBP6,Sus scrofa ,GRIK1 ,871
6731,tr,K7GT02,Sus scrofa ,CCDC22 ,689
6732,tr,A0A5G2R233,Sus scrofa ,SPRED3 ,409
6733,tr,F1SPG2,Sus scrofa ,RPN1 ,618
6734,tr,F1RS12,Sus scrofa ,TTC16 ,868
6735,tr,A0A5G2R6D8,Sus scrofa ,ZNF185 ,706
6736,tr,A0A5G2QD07,Sus scrofa ,,210
6737,tr,F1S8I0,Sus scrofa ,RNASE12 ,169
6738,tr,A0A287AH21,Sus scrofa ,ATP13A2 ,1131
6739,tr,A0A287B3Y2,Sus scrofa ,NONO ,480
6740,tr,A0A5G2QL95,Sus scrofa ,,124
6741,tr,F1S7D3,Sus scrofa ,GSTA1 ,225
6742,tr,F1RWA1,Sus scrofa ,CACNB2 ,566
6743,tr,F1RS58,Sus scrofa ,ZNF385D ,395
6744,tr,A0A5G2RAE8,Sus scrofa ,ANKFN1 ,1148
6745,tr,A0A286ZM34,Sus scrofa ,SH3BGR ,195
6746,tr,A0A5G2R0R1,Sus scrofa ,AFDN ,1808
6747,tr,A0A287A4W4,Sus scrofa ,SMC1A ,1192
6748,tr,A0A287ABR1,Sus scrofa ,UHRF1BP1L ,1457
6749,tr,A0A5G2R6A9,Sus scrofa ,VPS13A ,3132
6750,tr,A0A287AYE2,Sus scrofa ,YTHDC2 ,1430
6751,tr,A0A287ABF9,Sus scrofa ,OPRL1 ,406
6752,tr,A0A075B7H9,Sus scrofa ,,101
6753,tr,A0A287AN07,Sus scrofa ,PTHLH ,209
6754,tr,A0A286ZTT6,Sus scrofa ,USP54 ,1641
6755,tr,A0A287AWY2,Sus scrofa ,TPM2 ,280
6756,tr,A0A287BD37,Sus scrofa ,TASOR2 ,2499
6757,tr,A0A5K1U6X6,Sus scrofa ,TBC1D5 ,726
6758,tr,A0A287BF21,Sus scrofa ,GGA3 ,731
6759,tr,A0A287AZ00,Sus scrofa ,LARP1B ,707
6760,tr,A0A287B7J7,Sus scrofa ,SPSB4 ,272
